"Ign","Team","Weapon","Picks","Rounds Played","Pick Percentage"
"mazin","FURIA","Marshal",17,1076,"1.58"
"mazin","FURIA","Frenzy",14,1076,"1.30"
"mazin","FURIA","Judge",4,1076,"0.37"
"mazin","FURIA","Stinger",4,1076,"0.37"
"mazin","FURIA","Bucky",2,1076,"0.19"
"mazin","FURIA","Operator",1,1076,"0.09"
"Nozwerr","FURIA (ex)","Vandal",684,1076,"63.57"
"Nozwerr","FURIA (ex)","Ghost",81,1076,"7.53"
"Nozwerr","FURIA (ex)","Spectre",72,1076,"6.69"
"Nozwerr","FURIA (ex)","Classic",70,1076,"6.51"
"Nozwerr","FURIA (ex)","Sheriff",66,1076,"6.13"
"Nozwerr","FURIA (ex)","Frenzy",35,1076,"3.25"
"Nozwerr","FURIA (ex)","Phantom",19,1076,"1.77"
"Nozwerr","FURIA (ex)","Marshal",14,1076,"1.30"
"Nozwerr","FURIA (ex)","Bulldog",13,1076,"1.21"
"Nozwerr","FURIA (ex)","Guardian",9,1076,"0.84"
"Nozwerr","FURIA (ex)","Shorty",6,1076,"0.56"
"Nozwerr","FURIA (ex)","Stinger",5,1076,"0.46"
"Nozwerr","FURIA (ex)","Ares",1,1076,"0.09"
"Nozwerr","FURIA (ex)","Odin",1,1076,"0.09"
"Quick","FURIA","Vandal",353,1076,"32.81"
"Quick","FURIA","Operator",198,1076,"18.40"
"Quick","FURIA","Classic",192,1076,"17.84"
"Quick","FURIA","Phantom",110,1076,"10.22"
"Quick","FURIA","Marshal",52,1076,"4.83"
"Quick","FURIA","Ghost",43,1076,"4.00"
"Quick","FURIA","Spectre",40,1076,"3.72"
"Quick","FURIA","Sheriff",32,1076,"2.97"
"Quick","FURIA","Frenzy",15,1076,"1.39"
"Quick","FURIA","Bulldog",14,1076,"1.30"
"Quick","FURIA","Guardian",10,1076,"0.93"
"Quick","FURIA","Odin",8,1076,"0.74"
"Quick","FURIA","Judge",5,1076,"0.46"
"Quick","FURIA","Shorty",3,1076,"0.28"
"Quick","FURIA","Ares",1,1076,"0.09"
"AztKk","FUSION (ex)","Vandal",30,72,"41.67"
"AztKk","FUSION (ex)","Sheriff",10,72,"13.89"
"AztKk","FUSION (ex)","Spectre",7,72,"9.72"
"AztKk","FUSION (ex)","Classic",6,72,"8.33"
"AztKk","FUSION (ex)","Ghost",5,72,"6.94"
"AztKk","FUSION (ex)","Phantom",5,72,"6.94"
"AztKk","FUSION (ex)","Guardian",4,72,"5.56"
"AztKk","FUSION (ex)","Marshal",4,72,"5.56"
"AztKk","FUSION (ex)","Bulldog",1,72,"1.39"
"Danielesflo","FUSION (ex)","Phantom",35,72,"48.61"
"Danielesflo","FUSION (ex)","Sheriff",10,72,"13.89"
"Danielesflo","FUSION (ex)","Ghost",7,72,"9.72"
"Danielesflo","FUSION (ex)","Marshal",7,72,"9.72"
"Danielesflo","FUSION (ex)","Vandal",6,72,"8.33"
"Danielesflo","FUSION (ex)","Classic",3,72,"4.17"
"Danielesflo","FUSION (ex)","Spectre",3,72,"4.17"
"Danielesflo","FUSION (ex)","Bulldog",1,72,"1.39"
"Darker","FUSION","Vandal",44,82,"53.66"
"Darker","FUSION","Classic",18,82,"21.95"
"Darker","FUSION","Ghost",7,82,"8.54"
"Darker","FUSION","Sheriff",6,82,"7.32"
"Darker","FUSION","Operator",4,82,"4.88"
"Darker","FUSION","Guardian",3,82,"3.66"
"Dcop","FUSION","Phantom",81,293,"27.65"
"Dcop","FUSION","Vandal",77,293,"26.28"
"Dcop","FUSION","Classic",32,293,"10.92"
"Dcop","FUSION","Spectre",27,293,"9.22"
"Dcop","FUSION","Sheriff",19,293,"6.48"
"Dcop","FUSION","Ghost",15,293,"5.12"
"Dcop","FUSION","Frenzy",11,293,"3.75"
"Dcop","FUSION","Judge",7,293,"2.39"
"Dcop","FUSION","Odin",7,293,"2.39"
"Dcop","FUSION","Bulldog",5,293,"1.71"
"Dcop","FUSION","Guardian",3,293,"1.02"
"Dcop","FUSION","Ares",2,293,"0.68"
"Dcop","FUSION","Marshal",2,293,"0.68"
"Dcop","FUSION","Stinger",2,293,"0.68"
"Dcop","FUSION","Operator",1,293,"0.34"
"Dcop","FUSION","Shorty",1,293,"0.34"
"HellFull","FUSION (ex)","Vandal",35,72,"48.61"
"HellFull","FUSION (ex)","Classic",17,72,"23.61"
"HellFull","FUSION (ex)","Sheriff",6,72,"8.33"
"HellFull","FUSION (ex)","Phantom",4,72,"5.56"
"HellFull","FUSION (ex)","Judge",3,72,"4.17"
"HellFull","FUSION (ex)","Spectre",3,72,"4.17"
"HellFull","FUSION (ex)","Ghost",2,72,"2.78"
"HellFull","FUSION (ex)","Operator",2,72,"2.78"
"Mited","FUSION","Vandal",100,293,"34.13"
"Mited","FUSION","Phantom",80,293,"27.30"
"Mited","FUSION","Classic",33,293,"11.26"
"Mited","FUSION","Spectre",21,293,"7.17"
"Mited","FUSION","Ghost",14,293,"4.78"
"Mited","FUSION","Frenzy",13,293,"4.44"
"Mited","FUSION","Sheriff",12,293,"4.10"
"Mited","FUSION","Bulldog",11,293,"3.75"
"Mited","FUSION","Stinger",7,293,"2.39"
"Mited","FUSION","Guardian",1,293,"0.34"
"Mited","FUSION","Marshal",1,293,"0.34"
"sickLy","FUSION","Vandal",22,42,"52.38"
"sickLy","FUSION","Classic",7,42,"16.67"
"sickLy","FUSION","Frenzy",5,42,"11.90"
"sickLy","FUSION","Spectre",3,42,"7.14"
"sickLy","FUSION","Judge",2,42,"4.76"
"sickLy","FUSION","Sheriff",2,42,"4.76"
"sickLy","FUSION","Ghost",1,42,"2.38"
"Solution","FUSION (ex)","Vandal",32,72,"44.44"
"Solution","FUSION (ex)","Classic",17,72,"23.61"
"Solution","FUSION (ex)","Sheriff",8,72,"11.11"
"Solution","FUSION (ex)","Phantom",4,72,"5.56"
"Solution","FUSION (ex)","Spectre",4,72,"5.56"
"Solution","FUSION (ex)","Ghost",3,72,"4.17"
"Solution","FUSION (ex)","Bulldog",2,72,"2.78"
"Solution","FUSION (ex)","Guardian",2,72,"2.78"
"Torrify","FUSION (ex)","Vandal",106,251,"42.23"
"Torrify","FUSION (ex)","Classic",57,251,"22.71"
"Torrify","FUSION (ex)","Operator",36,251,"14.34"
"Torrify","FUSION (ex)","Spectre",14,251,"5.58"
"Torrify","FUSION (ex)","Judge",12,251,"4.78"
"Torrify","FUSION (ex)","Frenzy",10,251,"3.98"
"Torrify","FUSION (ex)","Sheriff",10,251,"3.98"
"Torrify","FUSION (ex)","Phantom",3,251,"1.20"
"Torrify","FUSION (ex)","Ghost",2,251,"0.80"
"Torrify","FUSION (ex)","Shorty",1,251,"0.40"
"wyz","FUSION","Phantom",89,283,"31.45"
"wyz","FUSION","Vandal",77,283,"27.21"
"wyz","FUSION","Spectre",28,283,"9.89"
"wyz","FUSION","Classic",24,283,"8.48"
"wyz","FUSION","Ghost",23,283,"8.13"
"wyz","FUSION","Sheriff",16,283,"5.65"
"wyz","FUSION","Frenzy",9,283,"3.18"
"wyz","FUSION","Operator",7,283,"2.47"
"wyz","FUSION","Marshal",4,283,"1.41"
"wyz","FUSION","Judge",3,283,"1.06"
"wyz","FUSION","Bulldog",2,283,"0.71"
"wyz","FUSION","Shorty",1,283,"0.35"
"Xander","FUSION","Vandal",84,293,"28.67"
"Xander","FUSION","Operator",57,293,"19.45"
"Xander","FUSION","Classic",52,293,"17.75"
"Xander","FUSION","Phantom",28,293,"9.56"
"Xander","FUSION","Marshal",24,293,"8.19"
"Xander","FUSION","Sheriff",20,293,"6.83"
"Xander","FUSION","Ghost",7,293,"2.39"
"Xander","FUSION","Guardian",5,293,"1.71"
"Xander","FUSION","Shorty",5,293,"1.71"
"Xander","FUSION","Judge",4,293,"1.37"
"Xander","FUSION","Frenzy",3,293,"1.02"
"Xander","FUSION","Spectre",3,293,"1.02"
"Xander","FUSION","Stinger",1,293,"0.34"
"Apinya","FW Esports (ex)","Vandal",66,106,"62.26"
"Apinya","FW Esports (ex)","Classic",12,106,"11.32"
"Apinya","FW Esports (ex)","Spectre",10,106,"9.43"
"Apinya","FW Esports (ex)","Sheriff",8,106,"7.55"
"Apinya","FW Esports (ex)","Ghost",4,106,"3.77"
"Apinya","FW Esports (ex)","Bulldog",2,106,"1.89"
"Apinya","FW Esports (ex)","Phantom",2,106,"1.89"
"Apinya","FW Esports (ex)","Frenzy",1,106,"0.94"
"Apinya","FW Esports (ex)","Guardian",1,106,"0.94"
"JitboyS","FW Esports (ex)","Vandal",54,106,"50.94"
"JitboyS","FW Esports (ex)","Classic",17,106,"16.04"
"JitboyS","FW Esports (ex)","Spectre",9,106,"8.49"
"JitboyS","FW Esports (ex)","Marshal",5,106,"4.72"
"JitboyS","FW Esports (ex)","Operator",4,106,"3.77"
"JitboyS","FW Esports (ex)","Phantom",4,106,"3.77"
"JitboyS","FW Esports (ex)","Sheriff",4,106,"3.77"
"JitboyS","FW Esports (ex)","Shorty",4,106,"3.77"
"JitboyS","FW Esports (ex)","Ghost",3,106,"2.83"
"JitboyS","FW Esports (ex)","Guardian",1,106,"0.94"
"JitboyS","FW Esports (ex)","Judge",1,106,"0.94"
"killua","FW Esports","Vandal",64,106,"60.38"
"killua","FW Esports","Classic",12,106,"11.32"
"killua","FW Esports","Spectre",10,106,"9.43"
"killua","FW Esports","Sheriff",7,106,"6.60"
"killua","FW Esports","Frenzy",6,106,"5.66"
"killua","FW Esports","Ghost",2,106,"1.89"
"killua","FW Esports","Phantom",2,106,"1.89"
"killua","FW Esports","Guardian",1,106,"0.94"
"killua","FW Esports","Shorty",1,106,"0.94"
"killua","FW Esports","Stinger",1,106,"0.94"
"Majestyy","FW Esports","Vandal",54,106,"50.94"
"Majestyy","FW Esports","Spectre",14,106,"13.21"
"Majestyy","FW Esports","Sheriff",12,106,"11.32"
"Majestyy","FW Esports","Classic",11,106,"10.38"
"Majestyy","FW Esports","Phantom",11,106,"10.38"
"Majestyy","FW Esports","Ghost",3,106,"2.83"
"Majestyy","FW Esports","Bulldog",1,106,"0.94"
"Teerapong","FW Esports","Phantom",40,106,"37.74"
"Teerapong","FW Esports","Vandal",23,106,"21.70"
"Teerapong","FW Esports","Classic",12,106,"11.32"
"Teerapong","FW Esports","Bulldog",8,106,"7.55"
"Teerapong","FW Esports","Ghost",6,106,"5.66"
"Teerapong","FW Esports","Sheriff",6,106,"5.66"
"Teerapong","FW Esports","Spectre",6,106,"5.66"
"Teerapong","FW Esports","Frenzy",2,106,"1.89"
"Teerapong","FW Esports","Operator",1,106,"0.94"
"Teerapong","FW Esports","Shorty",1,106,"0.94"
"Teerapong","FW Esports","Stinger",1,106,"0.94"
"AvovA","G2 Esports (Inactive) (ex)","Phantom",463,1223,"37.86"
"AvovA","G2 Esports (Inactive) (ex)","Vandal",320,1223,"26.17"
"AvovA","G2 Esports (Inactive) (ex)","Spectre",119,1223,"9.73"
"AvovA","G2 Esports (Inactive) (ex)","Classic",105,1223,"8.59"
"AvovA","G2 Esports (Inactive) (ex)","Ghost",87,1223,"7.11"
"AvovA","G2 Esports (Inactive) (ex)","Sheriff",79,1223,"6.46"
"AvovA","G2 Esports (Inactive) (ex)","Frenzy",17,1223,"1.39"
"AvovA","G2 Esports (Inactive) (ex)","Guardian",13,1223,"1.06"
"AvovA","G2 Esports (Inactive) (ex)","Judge",8,1223,"0.65"
"AvovA","G2 Esports (Inactive) (ex)","Bulldog",6,1223,"0.49"
"AvovA","G2 Esports (Inactive) (ex)","Bucky",2,1223,"0.16"
"AvovA","G2 Esports (Inactive) (ex)","Marshal",1,1223,"0.08"
"AvovA","G2 Esports (Inactive) (ex)","Operator",1,1223,"0.08"
"AvovA","G2 Esports (Inactive) (ex)","Shorty",1,1223,"0.08"
"Hoody","G2 Esports (Inactive) (ex)","Vandal",487,1223,"39.82"
"Hoody","G2 Esports (Inactive) (ex)","Phantom",279,1223,"22.81"
"Hoody","G2 Esports (Inactive) (ex)","Sheriff",147,1223,"12.02"
"Hoody","G2 Esports (Inactive) (ex)","Classic",75,1223,"6.13"
"Hoody","G2 Esports (Inactive) (ex)","Ghost",51,1223,"4.17"
"Hoody","G2 Esports (Inactive) (ex)","Spectre",48,1223,"3.92"
"Hoody","G2 Esports (Inactive) (ex)","Marshal",42,1223,"3.43"
"Hoody","G2 Esports (Inactive) (ex)","Guardian",39,1223,"3.19"
"Hoody","G2 Esports (Inactive) (ex)","Frenzy",24,1223,"1.96"
"Hoody","G2 Esports (Inactive) (ex)","Bulldog",10,1223,"0.82"
"Hoody","G2 Esports (Inactive) (ex)","Operator",10,1223,"0.82"
"Hoody","G2 Esports (Inactive) (ex)","Judge",7,1223,"0.57"
"Hoody","G2 Esports (Inactive) (ex)","Shorty",4,1223,"0.33"
"keloqz","G2 Esports (Inactive) (ex)","Operator",40,111,"36.04"
"keloqz","G2 Esports (Inactive) (ex)","Vandal",28,111,"25.23"
"keloqz","G2 Esports (Inactive) (ex)","Sheriff",15,111,"13.51"
"keloqz","G2 Esports (Inactive) (ex)","Ghost",8,111,"7.21"
"keloqz","G2 Esports (Inactive) (ex)","Marshal",6,111,"5.41"
"keloqz","G2 Esports (Inactive) (ex)","Classic",4,111,"3.60"
"keloqz","G2 Esports (Inactive) (ex)","Spectre",4,111,"3.60"
"keloqz","G2 Esports (Inactive) (ex)","Bulldog",2,111,"1.80"
"keloqz","G2 Esports (Inactive) (ex)","Phantom",2,111,"1.80"
"keloqz","G2 Esports (Inactive) (ex)","Frenzy",1,111,"0.90"
"keloqz","G2 Esports (Inactive) (ex)","Guardian",1,111,"0.90"
"Meddo","G2 Esports (Inactive) (ex)","Phantom",537,1223,"43.91"
"Meddo","G2 Esports (Inactive) (ex)","Vandal",274,1223,"22.40"
"Meddo","G2 Esports (Inactive) (ex)","Spectre",104,1223,"8.50"
"Meddo","G2 Esports (Inactive) (ex)","Sheriff",97,1223,"7.93"
"Meddo","G2 Esports (Inactive) (ex)","Classic",83,1223,"6.79"
"Meddo","G2 Esports (Inactive) (ex)","Ghost",73,1223,"5.97"
"Meddo","G2 Esports (Inactive) (ex)","Frenzy",22,1223,"1.80"
"Meddo","G2 Esports (Inactive) (ex)","Bulldog",20,1223,"1.64"
"Meddo","G2 Esports (Inactive) (ex)","Guardian",6,1223,"0.49"
"Meddo","G2 Esports (Inactive) (ex)","Stinger",6,1223,"0.49"
"Meddo","G2 Esports (Inactive) (ex)","Judge",1,1223,"0.08"
"mixwell","G2 Esports (Inactive) (ex)","Vandal",330,1112,"29.68"
"mixwell","G2 Esports (Inactive) (ex)","Classic",264,1112,"23.74"
"mixwell","G2 Esports (Inactive) (ex)","Operator",239,1112,"21.49"
"mixwell","G2 Esports (Inactive) (ex)","Phantom",96,1112,"8.63"
"mixwell","G2 Esports (Inactive) (ex)","Spectre",55,1112,"4.95"
"mixwell","G2 Esports (Inactive) (ex)","Sheriff",29,1112,"2.61"
"mixwell","G2 Esports (Inactive) (ex)","Ghost",26,1112,"2.34"
"mixwell","G2 Esports (Inactive) (ex)","Marshal",22,1112,"1.98"
"mixwell","G2 Esports (Inactive) (ex)","Frenzy",16,1112,"1.44"
"mixwell","G2 Esports (Inactive) (ex)","Judge",14,1112,"1.26"
"mixwell","G2 Esports (Inactive) (ex)","Shorty",14,1112,"1.26"
"mixwell","G2 Esports (Inactive) (ex)","Guardian",6,1112,"0.54"
"mixwell","G2 Esports (Inactive) (ex)","Bucky",1,1112,"0.09"
"nukkye","G2 Esports (Inactive) (ex)","Vandal",513,1223,"41.95"
"nukkye","G2 Esports (Inactive) (ex)","Phantom",260,1223,"21.26"
"nukkye","G2 Esports (Inactive) (ex)","Sheriff",110,1223,"8.99"
"nukkye","G2 Esports (Inactive) (ex)","Ghost",99,1223,"8.09"
"nukkye","G2 Esports (Inactive) (ex)","Spectre",82,1223,"6.70"
"nukkye","G2 Esports (Inactive) (ex)","Classic",66,1223,"5.40"
"nukkye","G2 Esports (Inactive) (ex)","Bulldog",28,1223,"2.29"
"nukkye","G2 Esports (Inactive) (ex)","Operator",25,1223,"2.04"
"nukkye","G2 Esports (Inactive) (ex)","Marshal",13,1223,"1.06"
"nukkye","G2 Esports (Inactive) (ex)","Guardian",9,1223,"0.74"
"nukkye","G2 Esports (Inactive) (ex)","Frenzy",5,1223,"0.41"
"nukkye","G2 Esports (Inactive) (ex)","Stinger",5,1223,"0.41"
"nukkye","G2 Esports (Inactive) (ex)","Shorty",4,1223,"0.33"
"nukkye","G2 Esports (Inactive) (ex)","Ares",2,1223,"0.16"
"nukkye","G2 Esports (Inactive) (ex)","Judge",1,1223,"0.08"
"nukkye","G2 Esports (Inactive) (ex)","Odin",1,1223,"0.08"
"artn","Gaimin Gladiators (ex)","Phantom",62,120,"51.67"
"artn","Gaimin Gladiators (ex)","Spectre",30,120,"25.00"
"artn","Gaimin Gladiators (ex)","Classic",19,120,"15.83"
"artn","Gaimin Gladiators (ex)","Sheriff",4,120,"3.33"
"artn","Gaimin Gladiators (ex)","Frenzy",2,120,"1.67"
"artn","Gaimin Gladiators (ex)","Marshal",2,120,"1.67"
"artn","Gaimin Gladiators (ex)","Ghost",1,120,"0.83"
"dzii","Gaimin Gladiators (ex)","Vandal",60,120,"50.00"
"dzii","Gaimin Gladiators (ex)","Operator",13,120,"10.83"
"dzii","Gaimin Gladiators (ex)","Spectre",12,120,"10.00"
"dzii","Gaimin Gladiators (ex)","Classic",11,120,"9.17"
"dzii","Gaimin Gladiators (ex)","Ghost",11,120,"9.17"
"dzii","Gaimin Gladiators (ex)","Sheriff",10,120,"8.33"
"dzii","Gaimin Gladiators (ex)","Guardian",1,120,"0.83"
"dzii","Gaimin Gladiators (ex)","Marshal",1,120,"0.83"
"dzii","Gaimin Gladiators (ex)","Phantom",1,120,"0.83"
"FREY","Gaimin Gladiators (ex)","Vandal",56,120,"46.67"
"FREY","Gaimin Gladiators (ex)","Operator",21,120,"17.50"
"FREY","Gaimin Gladiators (ex)","Classic",18,120,"15.00"
"FREY","Gaimin Gladiators (ex)","Sheriff",8,120,"6.67"
"FREY","Gaimin Gladiators (ex)","Spectre",7,120,"5.83"
"FREY","Gaimin Gladiators (ex)","Ghost",5,120,"4.17"
"FREY","Gaimin Gladiators (ex)","Shorty",2,120,"1.67"
"FREY","Gaimin Gladiators (ex)","Bulldog",1,120,"0.83"
"FREY","Gaimin Gladiators (ex)","Frenzy",1,120,"0.83"
"FREY","Gaimin Gladiators (ex)","Marshal",1,120,"0.83"
"nephh","Gaimin Gladiators (ex)","Vandal",70,120,"58.33"
"nephh","Gaimin Gladiators (ex)","Sheriff",11,120,"9.17"
"nephh","Gaimin Gladiators (ex)","Spectre",11,120,"9.17"
"nephh","Gaimin Gladiators (ex)","Ghost",9,120,"7.50"
"nephh","Gaimin Gladiators (ex)","Classic",6,120,"5.00"
"nephh","Gaimin Gladiators (ex)","Phantom",6,120,"5.00"
"nephh","Gaimin Gladiators (ex)","Frenzy",5,120,"4.17"
"nephh","Gaimin Gladiators (ex)","Guardian",2,120,"1.67"
"STYRON","Gaimin Gladiators (ex)","Vandal",72,120,"60.00"
"STYRON","Gaimin Gladiators (ex)","Classic",11,120,"9.17"
"STYRON","Gaimin Gladiators (ex)","Spectre",11,120,"9.17"
"STYRON","Gaimin Gladiators (ex)","Ghost",10,120,"8.33"
"STYRON","Gaimin Gladiators (ex)","Sheriff",10,120,"8.33"
"STYRON","Gaimin Gladiators (ex)","Marshal",3,120,"2.50"
"STYRON","Gaimin Gladiators (ex)","Guardian",1,120,"0.83"
"STYRON","Gaimin Gladiators (ex)","Odin",1,120,"0.83"
"STYRON","Gaimin Gladiators (ex)","Phantom",1,120,"0.83"
"Chronicle","Gambit Esports (ex)","Vandal",77,120,"64.17"
"Chronicle","Gambit Esports (ex)","Sheriff",13,120,"10.83"
"Chronicle","Gambit Esports (ex)","Classic",11,120,"9.17"
"Chronicle","Gambit Esports (ex)","Spectre",6,120,"5.00"
"Chronicle","Gambit Esports (ex)","Ghost",5,120,"4.17"
"Chronicle","Gambit Esports (ex)","Bulldog",4,120,"3.33"
"Chronicle","Gambit Esports (ex)","Guardian",2,120,"1.67"
"Chronicle","Gambit Esports (ex)","Phantom",2,120,"1.67"
"d3ffo","Gambit Esports (ex)","Vandal",46,120,"38.33"
"d3ffo","Gambit Esports (ex)","Phantom",23,120,"19.17"
"d3ffo","Gambit Esports (ex)","Operator",17,120,"14.17"
"d3ffo","Gambit Esports (ex)","Ghost",10,120,"8.33"
"d3ffo","Gambit Esports (ex)","Sheriff",8,120,"6.67"
"d3ffo","Gambit Esports (ex)","Spectre",6,120,"5.00"
"d3ffo","Gambit Esports (ex)","Marshal",5,120,"4.17"
"d3ffo","Gambit Esports (ex)","Classic",3,120,"2.50"
"d3ffo","Gambit Esports (ex)","Judge",1,120,"0.83"
"d3ffo","Gambit Esports (ex)","Stinger",1,120,"0.83"
"nAts","Gambit Esports (ex)","Phantom",68,120,"56.67"
"nAts","Gambit Esports (ex)","Spectre",16,120,"13.33"
"nAts","Gambit Esports (ex)","Sheriff",15,120,"12.50"
"nAts","Gambit Esports (ex)","Classic",9,120,"7.50"
"nAts","Gambit Esports (ex)","Bulldog",4,120,"3.33"
"nAts","Gambit Esports (ex)","Vandal",3,120,"2.50"
"nAts","Gambit Esports (ex)","Ghost",2,120,"1.67"
"nAts","Gambit Esports (ex)","Guardian",2,120,"1.67"
"nAts","Gambit Esports (ex)","Judge",1,120,"0.83"
"Redgar","Gambit Esports (ex)","Vandal",66,120,"55.00"
"Redgar","Gambit Esports (ex)","Classic",12,120,"10.00"
"Redgar","Gambit Esports (ex)","Guardian",12,120,"10.00"
"Redgar","Gambit Esports (ex)","Sheriff",12,120,"10.00"
"Redgar","Gambit Esports (ex)","Bulldog",9,120,"7.50"
"Redgar","Gambit Esports (ex)","Ghost",3,120,"2.50"
"Redgar","Gambit Esports (ex)","Marshal",2,120,"1.67"
"Redgar","Gambit Esports (ex)","Operator",2,120,"1.67"
"Redgar","Gambit Esports (ex)","Frenzy",1,120,"0.83"
"Redgar","Gambit Esports (ex)","Spectre",1,120,"0.83"
"sheydos","Gambit Esports (ex)","Vandal",80,120,"66.67"
"sheydos","Gambit Esports (ex)","Spectre",12,120,"10.00"
"sheydos","Gambit Esports (ex)","Sheriff",11,120,"9.17"
"sheydos","Gambit Esports (ex)","Ghost",10,120,"8.33"
"sheydos","Gambit Esports (ex)","Classic",4,120,"3.33"
"sheydos","Gambit Esports (ex)","Operator",2,120,"1.67"
"sheydos","Gambit Esports (ex)","Guardian",1,120,"0.83"
"Brinks","Gamelanders Blue (si)","Phantom",90,211,"42.65"
"Brinks","Gamelanders Blue (si)","Vandal",46,211,"21.80"
"Brinks","Gamelanders Blue (si)","Spectre",17,211,"8.06"
"Brinks","Gamelanders Blue (si)","Classic",16,211,"7.58"
"Brinks","Gamelanders Blue (si)","Stinger",16,211,"7.58"
"Brinks","Gamelanders Blue (si)","Frenzy",13,211,"6.16"
"Brinks","Gamelanders Blue (si)","Ghost",8,211,"3.79"
"Brinks","Gamelanders Blue (si)","Odin",4,211,"1.90"
"Brinks","Gamelanders Blue (si)","Operator",1,211,"0.47"
"chase","Gamelanders Blue (ex)","Vandal",250,531,"47.08"
"chase","Gamelanders Blue (ex)","Phantom",85,531,"16.01"
"chase","Gamelanders Blue (ex)","Spectre",40,531,"7.53"
"chase","Gamelanders Blue (ex)","Classic",37,531,"6.97"
"chase","Gamelanders Blue (ex)","Ghost",35,531,"6.59"
"chase","Gamelanders Blue (ex)","Sheriff",35,531,"6.59"
"chase","Gamelanders Blue (ex)","Frenzy",20,531,"3.77"
