"Ign","Team","Weapon","Picks","Rounds Played","Pick Percentage"
"Hermes","HolyMolly (ex)","Ghost",38,516,"7.36"
"Hermes","HolyMolly (ex)","Spectre",31,516,"6.01"
"Hermes","HolyMolly (ex)","Judge",22,516,"4.26"
"Hermes","HolyMolly (ex)","Marshal",22,516,"4.26"
"Hermes","HolyMolly (ex)","Bucky",17,516,"3.29"
"Hermes","HolyMolly (ex)","Classic",16,516,"3.10"
"Hermes","HolyMolly (ex)","Frenzy",10,516,"1.94"
"Hermes","HolyMolly (ex)","Guardian",9,516,"1.74"
"Hermes","HolyMolly (ex)","Shorty",8,516,"1.55"
"Hermes","HolyMolly (ex)","Bulldog",4,516,"0.78"
"Hermes","HolyMolly (ex)","Stinger",4,516,"0.78"
"Hermes","HolyMolly (ex)","Ares",1,516,"0.19"
"Hermes","HolyMolly (ex)","Odin",1,516,"0.19"
"JinboongE","HolyMolly (ex)","Vandal",237,516,"45.93"
"JinboongE","HolyMolly (ex)","Sheriff",77,516,"14.92"
"JinboongE","HolyMolly (ex)","Spectre",59,516,"11.43"
"JinboongE","HolyMolly (ex)","Phantom",51,516,"9.88"
"JinboongE","HolyMolly (ex)","Ghost",49,516,"9.50"
"JinboongE","HolyMolly (ex)","Classic",18,516,"3.49"
"JinboongE","HolyMolly (ex)","Bulldog",7,516,"1.36"
"JinboongE","HolyMolly (ex)","Operator",7,516,"1.36"
"JinboongE","HolyMolly (ex)","Marshal",5,516,"0.97"
"JinboongE","HolyMolly (ex)","Frenzy",3,516,"0.58"
"JinboongE","HolyMolly (ex)","Guardian",2,516,"0.39"
"JinboongE","HolyMolly (ex)","Shorty",1,516,"0.19"
"Lakia","IGZIST (ex)","Vandal",220,357,"61.62"
"Lakia","IGZIST (ex)","Ghost",38,357,"10.64"
"Lakia","IGZIST (ex)","Sheriff",36,357,"10.08"
"Lakia","IGZIST (ex)","Classic",19,357,"5.32"
"Lakia","IGZIST (ex)","Spectre",15,357,"4.20"
"Lakia","IGZIST (ex)","Frenzy",11,357,"3.08"
"Lakia","IGZIST (ex)","Guardian",4,357,"1.12"
"Lakia","IGZIST (ex)","Odin",4,357,"1.12"
"Lakia","IGZIST (ex)","Operator",3,357,"0.84"
"Lakia","IGZIST (ex)","Marshal",2,357,"0.56"
"Lakia","IGZIST (ex)","Stinger",2,357,"0.56"
"Lakia","IGZIST (ex)","Judge",1,357,"0.28"
"Lakia","IGZIST (ex)","Phantom",1,357,"0.28"
"Lakia","IGZIST (ex)","Shorty",1,357,"0.28"
"oitaN","IGZIST","Vandal",160,357,"44.82"
"oitaN","IGZIST","Classic",70,357,"19.61"
"oitaN","IGZIST","Operator",47,357,"13.17"
"oitaN","IGZIST","Spectre",33,357,"9.24"
"oitaN","IGZIST","Ghost",15,357,"4.20"
"oitaN","IGZIST","Sheriff",12,357,"3.36"
"oitaN","IGZIST","Phantom",5,357,"1.40"
"oitaN","IGZIST","Bulldog",3,357,"0.84"
"oitaN","IGZIST","Judge",3,357,"0.84"
"oitaN","IGZIST","Marshal",3,357,"0.84"
"oitaN","IGZIST","Frenzy",2,357,"0.56"
"oitaN","IGZIST","Shorty",2,357,"0.56"
"oitaN","IGZIST","Guardian",1,357,"0.28"
"oitaN","IGZIST","Stinger",1,357,"0.28"
"Pepper","IGZIST (ex)","Phantom",120,357,"33.61"
"Pepper","IGZIST (ex)","Operator",44,357,"12.32"
"Pepper","IGZIST (ex)","Classic",28,357,"7.84"
"Pepper","IGZIST (ex)","Judge",25,357,"7.00"
"Pepper","IGZIST (ex)","Vandal",24,357,"6.72"
"Pepper","IGZIST (ex)","Marshal",21,357,"5.88"
"Pepper","IGZIST (ex)","Shorty",20,357,"5.60"
"Pepper","IGZIST (ex)","Spectre",17,357,"4.76"
"Pepper","IGZIST (ex)","Ghost",15,357,"4.20"
"Pepper","IGZIST (ex)","Sheriff",15,357,"4.20"
"Pepper","IGZIST (ex)","Frenzy",14,357,"3.92"
"Pepper","IGZIST (ex)","Stinger",4,357,"1.12"
"Pepper","IGZIST (ex)","Bulldog",3,357,"0.84"
"Pepper","IGZIST (ex)","Bucky",2,357,"0.56"
"Pepper","IGZIST (ex)","Odin",2,357,"0.56"
"poem","IGZIST","Vandal",215,357,"60.22"
"poem","IGZIST","Classic",42,357,"11.76"
"poem","IGZIST","Sheriff",37,357,"10.36"
"poem","IGZIST","Spectre",33,357,"9.24"
"poem","IGZIST","Ghost",18,357,"5.04"
"poem","IGZIST","Odin",6,357,"1.68"
"poem","IGZIST","Phantom",3,357,"0.84"
"poem","IGZIST","Bulldog",2,357,"0.56"
"poem","IGZIST","Guardian",1,357,"0.28"
"RIPablo","IGZIST","Phantom",194,357,"54.34"
"RIPablo","IGZIST","Classic",53,357,"14.85"
"RIPablo","IGZIST","Spectre",34,357,"9.52"
"RIPablo","IGZIST","Frenzy",25,357,"7.00"
"RIPablo","IGZIST","Vandal",18,357,"5.04"
"RIPablo","IGZIST","Sheriff",14,357,"3.92"
"RIPablo","IGZIST","Bulldog",11,357,"3.08"
"RIPablo","IGZIST","Ghost",4,357,"1.12"
"RIPablo","IGZIST","Shorty",2,357,"0.56"
"RIPablo","IGZIST","Marshal",1,357,"0.28"
"RIPablo","IGZIST","Operator",1,357,"0.28"
"BRNWOWZK1","INGAMING Esports (ex)","Vandal",63,201,"31.34"
"BRNWOWZK1","INGAMING Esports (ex)","Operator",50,201,"24.88"
"BRNWOWZK1","INGAMING Esports (ex)","Classic",23,201,"11.44"
"BRNWOWZK1","INGAMING Esports (ex)","Sheriff",16,201,"7.96"
"BRNWOWZK1","INGAMING Esports (ex)","Marshal",13,201,"6.47"
"BRNWOWZK1","INGAMING Esports (ex)","Phantom",13,201,"6.47"
"BRNWOWZK1","INGAMING Esports (ex)","Ghost",11,201,"5.47"
"BRNWOWZK1","INGAMING Esports (ex)","Bulldog",4,201,"1.99"
"BRNWOWZK1","INGAMING Esports (ex)","Spectre",3,201,"1.49"
"BRNWOWZK1","INGAMING Esports (ex)","Frenzy",2,201,"1.00"
"BRNWOWZK1","INGAMING Esports (ex)","Shorty",2,201,"1.00"
"BRNWOWZK1","INGAMING Esports (ex)","Judge",1,201,"0.50"
"flainzz","INGAMING Esports (ex)","Vandal",140,201,"69.65"
"flainzz","INGAMING Esports (ex)","Classic",19,201,"9.45"
"flainzz","INGAMING Esports (ex)","Ghost",17,201,"8.46"
"flainzz","INGAMING Esports (ex)","Spectre",11,201,"5.47"
"flainzz","INGAMING Esports (ex)","Sheriff",8,201,"3.98"
"flainzz","INGAMING Esports (ex)","Bulldog",3,201,"1.49"
"flainzz","INGAMING Esports (ex)","Marshal",1,201,"0.50"
"flainzz","INGAMING Esports (ex)","Operator",1,201,"0.50"
"flainzz","INGAMING Esports (ex)","Phantom",1,201,"0.50"
"NANZIN","INGAMING Esports (ex)","Vandal",135,201,"67.16"
"NANZIN","INGAMING Esports (ex)","Sheriff",21,201,"10.45"
"NANZIN","INGAMING Esports (ex)","Classic",19,201,"9.45"
"NANZIN","INGAMING Esports (ex)","Ghost",13,201,"6.47"
"NANZIN","INGAMING Esports (ex)","Spectre",6,201,"2.99"
"NANZIN","INGAMING Esports (ex)","Bulldog",5,201,"2.49"
"NANZIN","INGAMING Esports (ex)","Marshal",2,201,"1.00"
"pdr","INGAMING Esports (ex)","Vandal",110,201,"54.73"
"pdr","INGAMING Esports (ex)","Phantom",26,201,"12.94"
"pdr","INGAMING Esports (ex)","Classic",17,201,"8.46"
"pdr","INGAMING Esports (ex)","Ghost",17,201,"8.46"
"pdr","INGAMING Esports (ex)","Sheriff",10,201,"4.98"
"pdr","INGAMING Esports (ex)","Spectre",7,201,"3.48"
"pdr","INGAMING Esports (ex)","Bulldog",5,201,"2.49"
"pdr","INGAMING Esports (ex)","Guardian",4,201,"1.99"
"pdr","INGAMING Esports (ex)","Operator",3,201,"1.49"
"pdr","INGAMING Esports (ex)","Frenzy",1,201,"0.50"
"pdr","INGAMING Esports (ex)","Marshal",1,201,"0.50"
"RgLMeister","INGAMING Esports (ex)","Vandal",140,201,"69.65"
"RgLMeister","INGAMING Esports (ex)","Classic",19,201,"9.45"
"RgLMeister","INGAMING Esports (ex)","Sheriff",15,201,"7.46"
"RgLMeister","INGAMING Esports (ex)","Ghost",14,201,"6.97"
"RgLMeister","INGAMING Esports (ex)","Spectre",11,201,"5.47"
"RgLMeister","INGAMING Esports (ex)","Frenzy",1,201,"0.50"
"RgLMeister","INGAMING Esports (ex)","Guardian",1,201,"0.50"
"AlKawai","Insomnia (ex)","Vandal",25,56,"44.64"
"AlKawai","Insomnia (ex)","Spectre",9,56,"16.07"
"AlKawai","Insomnia (ex)","Classic",6,56,"10.71"
"AlKawai","Insomnia (ex)","Judge",4,56,"7.14"
"AlKawai","Insomnia (ex)","Frenzy",3,56,"5.36"
"AlKawai","Insomnia (ex)","Phantom",3,56,"5.36"
"AlKawai","Insomnia (ex)","Sheriff",3,56,"5.36"
"AlKawai","Insomnia (ex)","Bucky",1,56,"1.79"
"AlKawai","Insomnia (ex)","Ghost",1,56,"1.79"
"AlKawai","Insomnia (ex)","Marshal",1,56,"1.79"
"JREXXX","Insomnia (ex)","Classic",13,56,"23.21"
"JREXXX","Insomnia (ex)","Operator",12,56,"21.43"
"JREXXX","Insomnia (ex)","Judge",9,56,"16.07"
"JREXXX","Insomnia (ex)","Vandal",7,56,"12.50"
"JREXXX","Insomnia (ex)","Phantom",5,56,"8.93"
"JREXXX","Insomnia (ex)","Spectre",4,56,"7.14"
"JREXXX","Insomnia (ex)","Sheriff",2,56,"3.57"
"JREXXX","Insomnia (ex)","Ghost",1,56,"1.79"
"JREXXX","Insomnia (ex)","Marshal",1,56,"1.79"
"JREXXX","Insomnia (ex)","Odin",1,56,"1.79"
"JREXXX","Insomnia (ex)","Shorty",1,56,"1.79"
"Lumo","Insomnia (ex)","Phantom",22,56,"39.29"
"Lumo","Insomnia (ex)","Classic",10,56,"17.86"
"Lumo","Insomnia (ex)","Vandal",7,56,"12.50"
"Lumo","Insomnia (ex)","Sheriff",4,56,"7.14"
"Lumo","Insomnia (ex)","Bulldog",3,56,"5.36"
"Lumo","Insomnia (ex)","Ghost",3,56,"5.36"
"Lumo","Insomnia (ex)","Judge",3,56,"5.36"
"Lumo","Insomnia (ex)","Spectre",3,56,"5.36"
"Lumo","Insomnia (ex)","Frenzy",1,56,"1.79"
"Neal X","Insomnia (ex)","Operator",13,56,"23.21"
"Neal X","Insomnia (ex)","Vandal",11,56,"19.64"
"Neal X","Insomnia (ex)","Sheriff",8,56,"14.29"
"Neal X","Insomnia (ex)","Spectre",8,56,"14.29"
"Neal X","Insomnia (ex)","Classic",6,56,"10.71"
"Neal X","Insomnia (ex)","Phantom",4,56,"7.14"
"Neal X","Insomnia (ex)","Judge",3,56,"5.36"
"Neal X","Insomnia (ex)","Frenzy",1,56,"1.79"
"Neal X","Insomnia (ex)","Ghost",1,56,"1.79"
"Neal X","Insomnia (ex)","Shorty",1,56,"1.79"
"Paint","Insomnia (ex)","Vandal",23,56,"41.07"
"Paint","Insomnia (ex)","Classic",10,56,"17.86"
"Paint","Insomnia (ex)","Sheriff",10,56,"17.86"
"Paint","Insomnia (ex)","Phantom",7,56,"12.50"
"Paint","Insomnia (ex)","Frenzy",2,56,"3.57"
"Paint","Insomnia (ex)","Spectre",2,56,"3.57"
"Paint","Insomnia (ex)","Bulldog",1,56,"1.79"
"Paint","Insomnia (ex)","Shorty",1,56,"1.79"
"Biju","IXA (ex)","Phantom",36,103,"34.95"
"Biju","IXA (ex)","Vandal",27,103,"26.21"
"Biju","IXA (ex)","Classic",18,103,"17.48"
"Biju","IXA (ex)","Spectre",9,103,"8.74"
"Biju","IXA (ex)","Sheriff",6,103,"5.83"
"Biju","IXA (ex)","Marshal",3,103,"2.91"
"Biju","IXA (ex)","Bulldog",2,103,"1.94"
"Biju","IXA (ex)","Ghost",1,103,"0.97"
"Biju","IXA (ex)","Judge",1,103,"0.97"
"Luna","IXA","Phantom",32,103,"31.07"
"Luna","IXA","Vandal",19,103,"18.45"
"Luna","IXA","Classic",16,103,"15.53"
"Luna","IXA","Operator",12,103,"11.65"
"Luna","IXA","Bulldog",6,103,"5.83"
"Luna","IXA","Shorty",6,103,"5.83"
"Luna","IXA","Ghost",5,103,"4.85"
"Luna","IXA","Marshal",2,103,"1.94"
"Luna","IXA","Sheriff",2,103,"1.94"
"Luna","IXA","Spectre",2,103,"1.94"
"Luna","IXA","Frenzy",1,103,"0.97"
"mnz","IXA","Vandal",51,103,"49.51"
"mnz","IXA","Phantom",16,103,"15.53"
"mnz","IXA","Classic",15,103,"14.56"
"mnz","IXA","Spectre",9,103,"8.74"
"mnz","IXA","Marshal",4,103,"3.88"
"mnz","IXA","Ghost",3,103,"2.91"
"mnz","IXA","Sheriff",3,103,"2.91"
"mnz","IXA","Judge",1,103,"0.97"
"mnz","IXA","Shorty",1,103,"0.97"
"Swee","IXA","Vandal",47,103,"45.63"
"Swee","IXA","Phantom",11,103,"10.68"
"Swee","IXA","Operator",9,103,"8.74"
"Swee","IXA","Classic",8,103,"7.77"
"Swee","IXA","Sheriff",8,103,"7.77"
"Swee","IXA","Ghost",6,103,"5.83"
"Swee","IXA","Spectre",6,103,"5.83"
"Swee","IXA","Frenzy",5,103,"4.85"
"Swee","IXA","Bulldog",1,103,"0.97"
"Swee","IXA","Shorty",1,103,"0.97"
"Swee","IXA","Stinger",1,103,"0.97"
"柳ヶ瀬鈴乃","IXA (ex)","Phantom",24,103,"23.30"
"柳ヶ瀬鈴乃","IXA (ex)","Vandal",18,103,"17.48"
"柳ヶ瀬鈴乃","IXA (ex)","Classic",17,103,"16.50"
"柳ヶ瀬鈴乃","IXA (ex)","Operator",11,103,"10.68"
"柳ヶ瀬鈴乃","IXA (ex)","Shorty",7,103,"6.80"
"柳ヶ瀬鈴乃","IXA (ex)","Judge",6,103,"5.83"
"柳ヶ瀬鈴乃","IXA (ex)","Bulldog",5,103,"4.85"
"柳ヶ瀬鈴乃","IXA (ex)","Marshal",5,103,"4.85"
"柳ヶ瀬鈴乃","IXA (ex)","Stinger",5,103,"4.85"
"柳ヶ瀬鈴乃","IXA (ex)","Bucky",3,103,"2.91"
"柳ヶ瀬鈴乃","IXA (ex)","Odin",1,103,"0.97"
"柳ヶ瀬鈴乃","IXA (ex)","Spectre",1,103,"0.97"
"Akame","Jadeite","Phantom",81,172,"47.09"
"Akame","Jadeite","Classic",27,172,"15.70"
"Akame","Jadeite","Vandal",24,172,"13.95"
"Akame","Jadeite","Sheriff",20,172,"11.63"
"Akame","Jadeite","Bulldog",8,172,"4.65"
"Akame","Jadeite","Spectre",4,172,"2.33"
"Akame","Jadeite","Frenzy",2,172,"1.16"
"Akame","Jadeite","Ghost",2,172,"1.16"
"Akame","Jadeite","Stinger",2,172,"1.16"
"Akame","Jadeite","Guardian",1,172,"0.58"
"Akame","Jadeite","Judge",1,172,"0.58"
"allow","Jadeite (ex)","Vandal",83,249,"33.33"
"allow","Jadeite (ex)","Operator",56,249,"22.49"
"allow","Jadeite (ex)","Classic",16,249,"6.43"
"allow","Jadeite (ex)","Ghost",16,249,"6.43"
"allow","Jadeite (ex)","Marshal",15,249,"6.02"
"allow","Jadeite (ex)","Frenzy",14,249,"5.62"
"allow","Jadeite (ex)","Phantom",14,249,"5.62"
"allow","Jadeite (ex)","Spectre",14,249,"5.62"
"allow","Jadeite (ex)","Sheriff",13,249,"5.22"
"allow","Jadeite (ex)","Bulldog",5,249,"2.01"
"allow","Jadeite (ex)","Judge",1,249,"0.40"
"allow","Jadeite (ex)","Shorty",1,249,"0.40"
"allow","Jadeite (ex)","Stinger",1,249,"0.40"
"Anker","Jadeite (ex)","Vandal",146,249,"58.63"
"Anker","Jadeite (ex)","Classic",31,249,"12.45"
"Anker","Jadeite (ex)","Sheriff",23,249,"9.24"
"Anker","Jadeite (ex)","Ghost",11,249,"4.42"
"Anker","Jadeite (ex)","Spectre",10,249,"4.02"
"Anker","Jadeite (ex)","Bulldog",9,249,"3.61"
"Anker","Jadeite (ex)","Ares",4,249,"1.61"
"Anker","Jadeite (ex)","Marshal",4,249,"1.61"
"Anker","Jadeite (ex)","Frenzy",3,249,"1.20"
"Anker","Jadeite (ex)","Guardian",3,249,"1.20"
"Anker","Jadeite (ex)","Odin",3,249,"1.20"
"Anker","Jadeite (ex)","Phantom",2,249,"0.80"
"Brofeld","Jadeite","Vandal",75,172,"43.60"
"Brofeld","Jadeite","Classic",26,172,"15.12"
"Brofeld","Jadeite","Phantom",24,172,"13.95"
"Brofeld","Jadeite","Sheriff",14,172,"8.14"
"Brofeld","Jadeite","Bulldog",9,172,"5.23"
"Brofeld","Jadeite","Guardian",8,172,"4.65"
"Brofeld","Jadeite","Frenzy",5,172,"2.91"
"Brofeld","Jadeite","Shorty",4,172,"2.33"
"Brofeld","Jadeite","Ghost",2,172,"1.16"
"Brofeld","Jadeite","Judge",2,172,"1.16"
"Brofeld","Jadeite","Spectre",2,172,"1.16"
"Brofeld","Jadeite","Operator",1,172,"0.58"
"Hate","Jadeite (ex)","Vandal",39,77,"50.65"
"Hate","Jadeite (ex)","Classic",13,77,"16.88"
"Hate","Jadeite (ex)","Spectre",8,77,"10.39"
"Hate","Jadeite (ex)","Ghost",6,77,"7.79"
"Hate","Jadeite (ex)","Sheriff",6,77,"7.79"
"Hate","Jadeite (ex)","Guardian",3,77,"3.90"
"Hate","Jadeite (ex)","Odin",1,77,"1.30"
"Hate","Jadeite (ex)","Phantom",1,77,"1.30"
"Marmelo","Jadeite","Phantom",25,77,"32.47"
"Marmelo","Jadeite","Vandal",14,77,"18.18"
"Marmelo","Jadeite","Classic",12,77,"15.58"
"Marmelo","Jadeite","Bulldog",10,77,"12.99"
"Marmelo","Jadeite","Sheriff",6,77,"7.79"
"Marmelo","Jadeite","Spectre",5,77,"6.49"
"Marmelo","Jadeite","Ghost",2,77,"2.60"
"Marmelo","Jadeite","Frenzy",1,77,"1.30"
"Marmelo","Jadeite","Guardian",1,77,"1.30"
"Marmelo","Jadeite","Marshal",1,77,"1.30"
"SylFy","Jadeite (ex)","Vandal",71,249,"28.51"
"SylFy","Jadeite (ex)","Phantom",70,249,"28.11"
"SylFy","Jadeite (ex)","Classic",33,249,"13.25"
"SylFy","Jadeite (ex)","Spectre",19,249,"7.63"
"SylFy","Jadeite (ex)","Sheriff",17,249,"6.83"
"SylFy","Jadeite (ex)","Frenzy",10,249,"4.02"
"SylFy","Jadeite (ex)","Judge",9,249,"3.61"
"SylFy","Jadeite (ex)","Bulldog",6,249,"2.41"
"SylFy","Jadeite (ex)","Guardian",5,249,"2.01"
"SylFy","Jadeite (ex)","Ghost",3,249,"1.20"
"SylFy","Jadeite (ex)","Shorty",2,249,"0.80"
"SylFy","Jadeite (ex)","Stinger",2,249,"0.80"
"SylFy","Jadeite (ex)","Marshal",1,249,"0.40"
"SylFy","Jadeite (ex)","Operator",1,249,"0.40"
"Akame","K2 eSports (ex)","Operator",12,39,"30.77"
"Akame","K2 eSports (ex)","Vandal",11,39,"28.21"
"Akame","K2 eSports (ex)","Marshal",4,39,"10.26"
"Akame","K2 eSports (ex)","Sheriff",4,39,"10.26"
"Akame","K2 eSports (ex)","Classic",3,39,"7.69"
"Akame","K2 eSports (ex)","Ghost",2,39,"5.13"
"Akame","K2 eSports (ex)","Bulldog",1,39,"2.56"
"Akame","K2 eSports (ex)","Shorty",1,39,"2.56"
"Akame","K2 eSports (ex)","Spectre",1,39,"2.56"
"azuma","K2 eSports (ex)","Phantom",11,39,"28.21"
"azuma","K2 eSports (ex)","Vandal",8,39,"20.51"
"azuma","K2 eSports (ex)","Judge",5,39,"12.82"
"azuma","K2 eSports (ex)","Classic",4,39,"10.26"
"azuma","K2 eSports (ex)","Marshal",3,39,"7.69"
"azuma","K2 eSports (ex)","Ghost",2,39,"5.13"
"azuma","K2 eSports (ex)","Spectre",2,39,"5.13"
"azuma","K2 eSports (ex)","Ares",1,39,"2.56"
"azuma","K2 eSports (ex)","Odin",1,39,"2.56"
"azuma","K2 eSports (ex)","Shorty",1,39,"2.56"
"Haner","K2 eSports (ex)","Vandal",13,39,"33.33"
"Haner","K2 eSports (ex)","Classic",7,39,"17.95"
"Haner","K2 eSports (ex)","Odin",6,39,"15.38"
"Haner","K2 eSports (ex)","Bulldog",2,39,"5.13"
"Haner","K2 eSports (ex)","Ghost",2,39,"5.13"
"Haner","K2 eSports (ex)","Phantom",2,39,"5.13"
"Haner","K2 eSports (ex)","Sheriff",2,39,"5.13"
"Haner","K2 eSports (ex)","Frenzy",1,39,"2.56"
"Haner","K2 eSports (ex)","Judge",1,39,"2.56"
"Haner","K2 eSports (ex)","Marshal",1,39,"2.56"
"Haner","K2 eSports (ex)","Spectre",1,39,"2.56"
"Haner","K2 eSports (ex)","Stinger",1,39,"2.56"
"Ludens","K2 eSports (ex)","Vandal",20,39,"51.28"
"Ludens","K2 eSports (ex)","Sheriff",8,39,"20.51"
"Ludens","K2 eSports (ex)","Ghost",4,39,"10.26"
"Ludens","K2 eSports (ex)","Spectre",3,39,"7.69"
"Ludens","K2 eSports (ex)","Bulldog",2,39,"5.13"
"Ludens","K2 eSports (ex)","Classic",1,39,"2.56"
"Ludens","K2 eSports (ex)","Judge",1,39,"2.56"
"silver","K2 eSports (ex)","Vandal",15,39,"38.46"
"silver","K2 eSports (ex)","Classic",8,39,"20.51"
"silver","K2 eSports (ex)","Phantom",7,39,"17.95"
"silver","K2 eSports (ex)","Sheriff",5,39,"12.82"
"silver","K2 eSports (ex)","Spectre",4,39,"10.26"
"heat","Keyd Stars (ex)","Vandal",507,1313,"38.61"
"heat","Keyd Stars (ex)","Operator",286,1313,"21.78"
"heat","Keyd Stars (ex)","Classic",228,1313,"17.36"
"heat","Keyd Stars (ex)","Marshal",64,1313,"4.87"
"heat","Keyd Stars (ex)","Phantom",60,1313,"4.57"
"heat","Keyd Stars (ex)","Sheriff",47,1313,"3.58"
"heat","Keyd Stars (ex)","Bulldog",40,1313,"3.05"
"heat","Keyd Stars (ex)","Ghost",30,1313,"2.28"
"heat","Keyd Stars (ex)","Frenzy",14,1313,"1.07"
"heat","Keyd Stars (ex)","Guardian",12,1313,"0.91"
"heat","Keyd Stars (ex)","Judge",9,1313,"0.69"
"heat","Keyd Stars (ex)","Spectre",9,1313,"0.69"
"heat","Keyd Stars (ex)","Shorty",7,1313,"0.53"
"JhoW","Keyd Stars (ex)","Vandal",335,548,"61.13"
"JhoW","Keyd Stars (ex)","Classic",64,548,"11.68"
"JhoW","Keyd Stars (ex)","Spectre",35,548,"6.39"
"JhoW","Keyd Stars (ex)","Sheriff",25,548,"4.56"
"JhoW","Keyd Stars (ex)","Bulldog",22,548,"4.01"
"JhoW","Keyd Stars (ex)","Ghost",19,548,"3.47"
"JhoW","Keyd Stars (ex)","Stinger",17,548,"3.10"
"JhoW","Keyd Stars (ex)","Frenzy",10,548,"1.82"
"JhoW","Keyd Stars (ex)","Marshal",7,548,"1.28"
"JhoW","Keyd Stars (ex)","Phantom",7,548,"1.28"
"JhoW","Keyd Stars (ex)","Judge",3,548,"0.55"
"JhoW","Keyd Stars (ex)","Shorty",3,548,"0.55"
"JhoW","Keyd Stars (ex)","Odin",1,548,"0.18"
"murizzz","Keyd Stars (ex)","Vandal",708,1313,"53.92"
"murizzz","Keyd Stars (ex)","Classic",170,1313,"12.95"
"murizzz","Keyd Stars (ex)","Sheriff",101,1313,"7.69"
"murizzz","Keyd Stars (ex)","Phantom",93,1313,"7.08"
"murizzz","Keyd Stars (ex)","Ghost",70,1313,"5.33"
"murizzz","Keyd Stars (ex)","Spectre",48,1313,"3.66"
"murizzz","Keyd Stars (ex)","Operator",40,1313,"3.05"
"murizzz","Keyd Stars (ex)","Bulldog",23,1313,"1.75"
"murizzz","Keyd Stars (ex)","Marshal",23,1313,"1.75"
"murizzz","Keyd Stars (ex)","Guardian",13,1313,"0.99"
"murizzz","Keyd Stars (ex)","Frenzy",11,1313,"0.84"
"murizzz","Keyd Stars (ex)","Judge",5,1313,"0.38"
"murizzz","Keyd Stars (ex)","Shorty",4,1313,"0.30"
"murizzz","Keyd Stars (ex)","Stinger",4,1313,"0.30"
"mwzera","Keyd Stars (ex)","Vandal",647,1313,"49.28"
"mwzera","Keyd Stars (ex)","Phantom",170,1313,"12.95"
"mwzera","Keyd Stars (ex)","Sheriff",118,1313,"8.99"
"mwzera","Keyd Stars (ex)","Bulldog",69,1313,"5.26"
"mwzera","Keyd Stars (ex)","Judge",51,1313,"3.88"
"mwzera","Keyd Stars (ex)","Classic",49,1313,"3.73"
"mwzera","Keyd Stars (ex)","Ghost",47,1313,"3.58"
"mwzera","Keyd Stars (ex)","Marshal",42,1313,"3.20"
"mwzera","Keyd Stars (ex)","Frenzy",40,1313,"3.05"
"mwzera","Keyd Stars (ex)","Spectre",24,1313,"1.83"
"mwzera","Keyd Stars (ex)","Odin",21,1313,"1.60"
"mwzera","Keyd Stars (ex)","Guardian",15,1313,"1.14"
"mwzera","Keyd Stars (ex)","Operator",12,1313,"0.91"
"mwzera","Keyd Stars (ex)","Shorty",8,1313,"0.61"
"RgLMeister","Keyd Stars (ex)","Vandal",398,643,"61.90"
"RgLMeister","Keyd Stars (ex)","Classic",77,643,"11.98"
"RgLMeister","Keyd Stars (si)","Vandal",70,122,"57.38"
"RgLMeister","Keyd Stars (ex)","Spectre",45,643,"7.00"
"RgLMeister","Keyd Stars (ex)","Sheriff",39,643,"6.07"
"RgLMeister","Keyd Stars (ex)","Phantom",32,643,"4.98"
"RgLMeister","Keyd Stars (ex)","Bulldog",24,643,"3.73"
"RgLMeister","Keyd Stars (ex)","Ghost",17,643,"2.64"
"RgLMeister","Keyd Stars (si)","Spectre",12,122,"9.84"
"RgLMeister","Keyd Stars (si)","Classic",11,122,"9.02"
"RgLMeister","Keyd Stars (ex)","Frenzy",11,643,"1.71"
"RgLMeister","Keyd Stars (si)","Sheriff",9,122,"7.38"
"RgLMeister","Keyd Stars (si)","Ghost",6,122,"4.92"
"RgLMeister","Keyd Stars (si)","Bulldog",5,122,"4.10"
"RgLMeister","Keyd Stars (si)","Frenzy",5,122,"4.10"
"RgLMeister","Keyd Stars (si)","Phantom",4,122,"3.28"
"RHZ","Keyd Stars (ex)","Vandal",393,643,"61.12"
"RHZ","Keyd Stars (si)","Vandal",68,122,"55.74"
"RHZ","Keyd Stars (ex)","Sheriff",57,643,"8.86"
"RHZ","Keyd Stars (ex)","Bulldog",44,643,"6.84"
"RHZ","Keyd Stars (ex)","Ghost",37,643,"5.75"
"RHZ","Keyd Stars (ex)","Classic",36,643,"5.60"
"RHZ","Keyd Stars (ex)","Spectre",30,643,"4.67"
"RHZ","Keyd Stars (ex)","Frenzy",26,643,"4.04"
"RHZ","Keyd Stars (si)","Sheriff",14,122,"11.48"
"RHZ","Keyd Stars (ex)","Phantom",13,643,"2.02"
"RHZ","Keyd Stars (si)","Frenzy",9,122,"7.38"
"RHZ","Keyd Stars (si)","Ghost",7,122,"5.74"
"RHZ","Keyd Stars (si)","Bulldog",6,122,"4.92"
"RHZ","Keyd Stars (si)","Classic",6,122,"4.92"
"RHZ","Keyd Stars (si)","Phantom",5,122,"4.10"
"RHZ","Keyd Stars (si)","Spectre",5,122,"4.10"
"RHZ","Keyd Stars (ex)","Odin",4,643,"0.62"
"RHZ","Keyd Stars (ex)","Guardian",2,643,"0.31"
"RHZ","Keyd Stars (si)","Odin",2,122,"1.64"
"RHZ","Keyd Stars (ex)","Operator",1,643,"0.16"
"v1xen","Keyd Stars (ex)","Vandal",241,548,"43.98"
"v1xen","Keyd Stars (ex)","Phantom",108,548,"19.71"
"v1xen","Keyd Stars (ex)","Classic",64,548,"11.68"
