,Ign,Team,Acs,Matches_x,Headshot %,Bodyshot %,Legshot %,Matches_y,Clutches,Clutch Failures,Damage,Defusals,Headshots,Kills,Deaths,Assists,Kd,Multikills,Plants,Spend,Player Id
441,Melser,Leviatán (ex),183.0,71.0,26.66,67.17,6.15,71.0,20.0,144.0,179370.0,27.0,814.0,977.0,913.0,515.0,1.07,234.0,153.0,3658900.0,3421
442,Puleule,9z Team,182.0,39.0,25.18,68.17,6.64,39.0,16.0,115.0,98094.0,14.0,413.0,503.0,534.0,239.0,0.94,102.0,95.0,1906700.0,1376
443,LEXY,Bleed Esports (ex),182.0,27.0,16.89,73.98,9.11,24.0,6.0,17.0,60035.0,5.0,125.0,181.0,186.0,75.0,0.97,83.0,18.0,708650.0,2639
444,bnj,9z Team (si),182.0,7.0,18.93,73.07,7.98,7.0,2.0,13.0,17925.0,4.0,64.0,86.0,109.0,40.0,0.79,18.0,15.0,386550.0,3408
445,bnj,Ninjas in Pyjamas (ex),166.0,34.0,26.81,67.85,5.33,34.0,22.0,79.0,78304.0,16.0,332.0,416.0,480.0,228.0,0.87,93.0,70.0,1738350.0,3408
446,Delz1k,KRÜ Esports (ex),182.0,73.0,25.33,68.89,5.77,73.0,27.0,125.0,178013.0,19.0,799.0,958.0,996.0,514.0,0.96,208.0,105.0,3687100.0,3535
447,gustt1nha,Los Grandes (ex),182.0,19.0,21.38,67.7,10.91,19.0,8.0,41.0,47993.0,7.0,192.0,232.0,276.0,160.0,0.84,52.0,26.0,969200.0,2420
448,akashi,CERBERUS Esports (ex),182.0,15.0,21.34,71.26,7.38,15.0,9.0,36.0,36744.0,6.0,133.0,182.0,223.0,98.0,0.82,40.0,42.0,751450.0,12
449,vow,Team T5 (ex),182.0,22.0,28.49,66.96,4.54,22.0,10.0,58.0,54960.0,6.0,251.0,284.0,322.0,69.0,0.88,64.0,23.0,1083100.0,3883
450,mnz,IXA,182.0,5.0,21.8,74.4,3.79,5.0,1.0,15.0,12775.0,5.0,46.0,62.0,67.0,27.0,0.93,15.0,15.0,243950.0,9531
451,gio,Movistar Optix,182.0,27.0,25.55,66.51,7.92,27.0,4.0,74.0,67503.0,7.0,274.0,364.0,441.0,185.0,0.83,78.0,13.0,1502450.0,14762
452,micr0,South Built Esports (ex),182.0,4.0,21.05,73.68,5.26,4.0,2.0,12.0,9888.0,1.0,40.0,53.0,59.0,27.0,0.9,12.0,6.0,211300.0,16892
453,Xander,FUSION,181.0,14.0,20.24,72.74,7.01,14.0,6.0,19.0,34254.0,5.0,101.0,183.0,221.0,43.0,0.83,46.0,6.0,743500.0,15357
454,glym,Liberty (ex),181.0,9.0,20.92,71.75,7.32,9.0,6.0,14.0,23842.0,5.0,100.0,123.0,132.0,61.0,0.93,28.0,20.0,463750.0,937
455,invy,Oasis Gaming (ex),181.0,4.0,34.53,58.99,6.47,4.0,2.0,12.0,8940.0,2.0,48.0,48.0,62.0,12.0,0.77,13.0,6.0,194150.0,8988
456,KuuKai,Crest Gaming ZST (ex),181.0,7.0,32.01,64.02,3.95,7.0,1.0,12.0,19550.0,4.0,89.0,97.0,126.0,35.0,0.77,22.0,6.0,433750.0,146
457,LOB,FAV gaming,181.0,23.0,30.89,65.38,3.71,23.0,11.0,58.0,56594.0,26.0,266.0,307.0,289.0,113.0,1.06,73.0,86.0,1131700.0,8883
458,arm1e,EVA:e (ex),181.0,3.0,35.84,59.43,4.71,3.0,1.0,3.0,8040.0,2.0,38.0,47.0,54.0,10.0,0.87,13.0,5.0,187550.0,2055
459,Anguuuuu,Storks Phalanx (ex),181.0,4.0,18.6,71.16,10.23,4.0,2.0,7.0,11894.0,1.0,40.0,59.0,61.0,23.0,0.97,15.0,10.0,236400.0,2198
460,poised,Rise (ex),181.0,12.0,22.18,72.5,5.3,12.0,5.0,22.0,30662.0,5.0,138.0,160.0,190.0,63.0,0.84,41.0,17.0,640900.0,1990
461,poised,FaZe Clan,165.0,37.0,20.6,71.03,8.36,37.0,11.0,69.0,91247.0,16.0,377.0,475.0,585.0,289.0,0.81,103.0,89.0,2167650.0,1990
462,TiGG,Luminosity Gaming (ex),181.0,33.0,22.89,71.24,5.86,33.0,13.0,74.0,87071.0,14.0,367.0,446.0,542.0,262.0,0.82,98.0,55.0,1882100.0,1522
463,TiGG,Shopify Rebellion (ex),165.0,4.0,28.35,67.52,4.12,4.0,1.0,8.0,11978.0,4.0,55.0,57.0,79.0,43.0,0.72,11.0,5.0,298650.0,1522
464,dephh,XSET (ex),180.0,66.0,25.37,66.46,8.16,66.0,13.0,135.0,167225.0,24.0,702.0,889.0,972.0,415.0,0.91,210.0,77.0,3620200.0,494
465,ParkJJong,Team GP (ex),180.0,6.0,29.95,67.28,2.76,6.0,1.0,14.0,14280.0,3.0,65.0,72.0,91.0,29.0,0.79,21.0,8.0,270400.0,679
466,ParkJJong,Tartarus (ex),172.0,16.0,31.39,64.34,4.26,14.0,9.0,40.0,29105.0,8.0,140.0,149.0,198.0,77.0,0.75,35.0,30.0,640250.0,679
467,wyz,FUSION,180.0,14.0,25.61,62.19,12.19,14.0,4.0,42.0,33364.0,3.0,145.0,173.0,222.0,73.0,0.78,33.0,14.0,745100.0,5350
468,effys,Version1 (Inactive) (ex),180.0,21.0,19.63,72.57,7.79,21.0,8.0,49.0,51877.0,6.0,184.0,277.0,290.0,137.0,0.96,65.0,95.0,1079300.0,3056
469,BP,Veronica7,180.0,5.0,31.6,60.34,8.04,5.0,0.0,14.0,11646.0,1.0,55.0,62.0,74.0,27.0,0.84,10.0,12.0,244550.0,15727
470,PTC,FULL SENSE (ex),180.0,11.0,18.27,74.37,7.34,11.0,5.0,10.0,28803.0,7.0,102.0,145.0,163.0,94.0,0.89,35.0,31.0,636350.0,531
471,AslaN,BIG (ex),180.0,25.0,28.78,64.01,7.19,25.0,5.0,42.0,62597.0,4.0,264.0,330.0,388.0,128.0,0.85,75.0,21.0,1296600.0,2326
472,bmVz,Fancy United Esports (ex),180.0,12.0,32.27,61.59,6.13,12.0,5.0,39.0,29243.0,5.0,142.0,154.0,171.0,70.0,0.9,37.0,17.0,572700.0,13767
473,YaBoiLewis,FOKUS,180.0,12.0,31.74,60.04,8.2,12.0,1.0,18.0,30694.0,2.0,147.0,161.0,215.0,64.0,0.75,35.0,2.0,711700.0,7669
474,Hyzee,Fancy United Esports (ex),180.0,17.0,27.92,66.36,5.7,17.0,7.0,44.0,42996.0,9.0,186.0,222.0,276.0,116.0,0.8,52.0,30.0,966750.0,2556
475,BlackWiz,NORTHEPTION,179.0,40.0,27.73,66.4,5.86,40.0,9.0,87.0,94976.0,7.0,421.0,538.0,577.0,238.0,0.93,123.0,69.0,2032400.0,8882
476,stellar,100 Thieves,179.0,42.0,21.2,70.79,8.0,42.0,18.0,122.0,106308.0,17.0,432.0,561.0,605.0,286.0,0.93,138.0,86.0,2247100.0,122
477,Tempz,No Namers (ex),179.0,5.0,22.05,68.62,9.31,5.0,1.0,12.0,11394.0,1.0,45.0,60.0,81.0,30.0,0.74,12.0,6.0,253000.0,17060
478,Shuzz,SCARZ (ex),179.0,5.0,22.47,66.97,10.55,5.0,0.0,8.0,13241.0,6.0,49.0,69.0,85.0,34.0,0.81,22.0,8.0,288400.0,3128
479,xeta,Cloud9 (ex),179.0,30.0,20.24,69.63,10.12,28.0,16.0,56.0,70370.0,18.0,232.0,369.0,361.0,159.0,1.02,86.0,48.0,1383850.0,1961
480,Alex,Next eSports (ex),179.0,4.0,12.44,76.88,10.66,4.0,0.0,10.0,9775.0,2.0,28.0,47.0,67.0,18.0,0.7,10.0,2.0,212700.0,11824
481,moco,TRIDENT (ex),179.0,2.0,18.51,75.3,6.17,2.0,0.0,9.0,4233.0,1.0,15.0,19.0,33.0,13.0,0.58,4.0,6.0,92900.0,23100
482,dazzLe,Luminosity Gaming (ex),179.0,33.0,20.25,70.01,9.72,33.0,12.0,74.0,87250.0,14.0,306.0,421.0,528.0,229.0,0.8,101.0,81.0,1883750.0,2489
483,dazzLe,Shopify Rebellion,171.0,4.0,18.61,73.59,7.79,4.0,0.0,10.0,12612.0,2.0,43.0,57.0,80.0,28.0,0.71,11.0,21.0,305500.0,2489
484,Enzo,FNATIC (ex),179.0,49.0,24.97,67.35,7.66,49.0,22.0,143.0,126945.0,29.0,505.0,660.0,635.0,392.0,1.04,156.0,86.0,2506100.0,718
485,flyuh,FaZe Clan (ex),179.0,35.0,27.24,66.61,6.13,35.0,9.0,87.0,96454.0,20.0,386.0,491.0,547.0,230.0,0.9,123.0,74.0,2111150.0,1689
486,Benkai,Paper Rex,179.0,61.0,24.61,69.91,5.47,61.0,36.0,151.0,150005.0,23.0,652.0,809.0,802.0,400.0,1.01,195.0,144.0,3011600.0,8387
487,Swee,IXA,179.0,5.0,25.65,70.15,4.18,5.0,0.0,7.0,12653.0,1.0,49.0,64.0,79.0,15.0,0.81,16.0,2.0,260250.0,9527
488,Pro,South Built Esports (ex),177.0,9.0,23.77,70.49,5.73,9.0,4.0,23.0,23984.0,3.0,87.0,111.0,134.0,49.0,0.83,25.0,19.0,480350.0,13564
489,Lok1,CERBERUS Esports (ex),177.0,15.0,23.03,73.36,3.59,15.0,10.0,46.0,36113.0,8.0,141.0,177.0,218.0,84.0,0.81,37.0,4.0,731350.0,13639
490,CHICHOO,EDward Gaming,177.0,5.0,28.28,65.15,6.56,5.0,4.0,18.0,13075.0,2.0,56.0,64.0,66.0,37.0,0.97,13.0,12.0,247400.0,14484
491,crws,XERXIA Esports (ex),177.0,61.0,22.8,66.62,10.56,61.0,20.0,77.0,149682.0,16.0,611.0,790.0,928.0,427.0,0.85,171.0,258.0,3347750.0,3642
492,vakk,Acend,177.0,24.0,26.04,69.06,4.89,24.0,5.0,48.0,60134.0,6.0,261.0,310.0,363.0,126.0,0.85,69.0,64.0,1303400.0,87
493,Wild0reoo,Oasis Gaming,177.0,4.0,29.83,62.09,8.06,4.0,1.0,11.0,8018.0,1.0,37.0,47.0,67.0,14.0,0.7,10.0,4.0,182350.0,8083
494,Hiko,100 Thieves (ex),177.0,13.0,27.92,67.35,4.72,13.0,4.0,48.0,33489.0,8.0,136.0,165.0,184.0,93.0,0.9,37.0,9.0,670700.0,355
495,Den2,Spear Gaming (ex),177.0,7.0,29.31,62.5,8.18,7.0,3.0,22.0,15920.0,1.0,68.0,83.0,97.0,37.0,0.86,22.0,12.0,318100.0,15736
496,Astell,Crazy Raccoon,177.0,40.0,23.19,70.14,6.65,40.0,14.0,87.0,94026.0,26.0,411.0,503.0,501.0,253.0,1.0,119.0,92.0,1901350.0,8025
497,leonzhett,PAMPAS (ex),177.0,11.0,23.05,69.66,7.28,11.0,3.0,30.0,25802.0,3.0,95.0,134.0,164.0,58.0,0.82,31.0,14.0,536700.0,32
498,Nyang,Gamelanders Blue,177.0,24.0,25.39,68.22,6.37,24.0,9.0,78.0,61732.0,6.0,271.0,319.0,352.0,153.0,0.91,72.0,79.0,1293250.0,1427
499,Holbreak,EBRO Gaming (ex),177.0,11.0,25.82,69.97,4.19,11.0,1.0,22.0,25861.0,5.0,117.0,136.0,165.0,66.0,0.82,35.0,22.0,573950.0,4061
500,flainzz,INGAMING Esports (ex),177.0,9.0,25.17,69.35,5.46,9.0,4.0,16.0,22875.0,4.0,106.0,124.0,141.0,37.0,0.88,31.0,16.0,497900.0,177
501,flainzz,Stars Horizon,167.0,8.0,26.82,66.55,6.62,8.0,4.0,21.0,17500.0,3.0,81.0,88.0,110.0,44.0,0.8,20.0,2.0,383400.0,177
502,STYRON,Gaimin Gladiators (ex),176.0,6.0,21.7,71.91,6.38,6.0,3.0,12.0,14102.0,1.0,51.0,70.0,84.0,37.0,0.83,17.0,10.0,277900.0,13634
503,pdr,INGAMING Esports (ex),176.0,9.0,32.65,62.42,4.91,9.0,1.0,15.0,23700.0,1.0,113.0,122.0,155.0,53.0,0.79,30.0,8.0,553300.0,9801
504,pdr,Stars Horizon (ex),141.0,8.0,25.0,72.05,2.94,8.0,0.0,16.0,15360.0,1.0,51.0,75.0,123.0,26.0,0.61,13.0,2.0,415300.0,9801
505,zombs,Sentinels (ex),176.0,19.0,22.23,73.02,4.74,19.0,3.0,45.0,46546.0,4.0,197.0,233.0,301.0,146.0,0.77,51.0,42.0,1025150.0,1485
506,Duno,Natus Vincere (ex),176.0,35.0,22.16,68.85,8.98,35.0,18.0,93.0,90515.0,20.0,375.0,466.0,519.0,310.0,0.9,105.0,77.0,1977000.0,3003
507,Pooky,CNJ Esports (ex),175.0,6.0,25.64,69.23,5.12,6.0,1.0,15.0,14654.0,3.0,70.0,79.0,86.0,15.0,0.92,20.0,3.0,303550.0,18838
508,vong,FOKUS (ex),175.0,12.0,26.18,71.03,2.78,12.0,5.0,26.0,30298.0,7.0,122.0,158.0,193.0,75.0,0.82,37.0,22.0,688300.0,4227
509,SylFy,Jadeite (ex),175.0,12.0,22.3,70.44,7.24,12.0,7.0,48.0,29008.0,7.0,120.0,146.0,174.0,93.0,0.84,37.0,11.0,604750.0,1917
510,rochet,SunXet Club (ex),175.0,11.0,20.88,72.66,6.44,11.0,3.0,35.0,27871.0,1.0,94.0,137.0,189.0,50.0,0.72,35.0,7.0,652400.0,3504
511,Dreamas,LDN UTD (ex),175.0,12.0,22.27,71.15,6.56,12.0,3.0,32.0,26964.0,1.0,129.0,149.0,171.0,40.0,0.87,35.0,10.0,603750.0,2571
512,Dreamas,Team Liquid (ex),156.0,11.0,24.15,71.1,4.74,11.0,8.0,17.0,25521.0,12.0,107.0,134.0,161.0,57.0,0.83,27.0,47.0,628900.0,2571
513,Phantom,FAV gaming,175.0,23.0,18.42,75.15,6.41,23.0,10.0,48.0,55492.0,8.0,204.0,280.0,313.0,110.0,0.89,69.0,35.0,1078500.0,9576
514,nephh,Gaimin Gladiators (ex),175.0,6.0,24.29,64.77,10.93,6.0,1.0,10.0,13936.0,1.0,60.0,70.0,89.0,36.0,0.79,18.0,4.0,300650.0,19663
515,Turko,BBL Esports,175.0,24.0,30.57,67.04,2.37,24.0,8.0,51.0,58887.0,13.0,270.0,317.0,334.0,146.0,0.95,71.0,44.0,1242550.0,2864
516,gob b,BIG (ex),175.0,13.0,23.56,64.54,11.88,13.0,13.0,40.0,33030.0,8.0,111.0,173.0,194.0,79.0,0.89,43.0,31.0,687550.0,3142
517,alyaL,CERBERUS Esports (ex),175.0,7.0,33.33,61.9,4.76,7.0,0.0,15.0,17003.0,1.0,77.0,85.0,109.0,35.0,0.78,20.0,7.0,341950.0,13794
518,Eugene,DAMWON Gaming,175.0,5.0,28.43,65.4,6.16,5.0,3.0,6.0,12765.0,3.0,60.0,64.0,82.0,27.0,0.78,16.0,14.0,278850.0,4812
519,Klaus,KRÜ Esports,175.0,73.0,21.09,72.95,5.94,73.0,30.0,154.0,171261.0,22.0,663.0,930.0,981.0,448.0,0.95,214.0,142.0,3706450.0,4712
520,NcSlasher,Onic Esports (ex),174.0,38.0,24.54,70.44,5.01,38.0,11.0,64.0,94613.0,18.0,416.0,505.0,577.0,313.0,0.88,125.0,141.0,2191100.0,3496
521,ExiA,Spear Gaming,174.0,23.0,29.33,65.32,5.34,23.0,13.0,42.0,54160.0,8.0,247.0,285.0,342.0,148.0,0.83,66.0,25.0,1211350.0,18840
522,Addicted,Sharks Esports (ex),174.0,9.0,27.21,68.19,4.59,9.0,1.0,27.0,22770.0,5.0,83.0,112.0,129.0,61.0,0.87,24.0,21.0,442500.0,1049
523,mNdS,MIBR (ex),174.0,17.0,26.41,69.29,4.28,17.0,6.0,41.0,44166.0,8.0,191.0,223.0,258.0,151.0,0.86,44.0,49.0,980000.0,4577
524,hazed,NRG Esports (ex),174.0,39.0,28.22,65.7,6.06,39.0,11.0,104.0,97685.0,15.0,442.0,504.0,587.0,252.0,0.86,113.0,82.0,2033850.0,1232
525,artn,Gaimin Gladiators (ex),174.0,6.0,15.38,78.32,6.29,6.0,2.0,18.0,12465.0,1.0,44.0,73.0,80.0,48.0,0.91,18.0,15.0,280350.0,2755
526,Haodong,EDward Gaming,174.0,5.0,32.96,59.89,7.14,5.0,1.0,10.0,12459.0,2.0,60.0,65.0,77.0,23.0,0.84,14.0,6.0,264400.0,4070
527,pouoxo,TRIDENT (ex),173.0,2.0,37.25,60.78,1.96,2.0,1.0,6.0,3459.0,1.0,19.0,22.0,30.0,11.0,0.73,5.0,6.0,94750.0,23102
528,Ran,SETOUCHI ENLIFE (ex),173.0,2.0,13.58,85.18,1.23,2.0,0.0,7.0,3885.0,2.0,11.0,18.0,27.0,7.0,0.67,5.0,1.0,77700.0,8884
529,Kaminari,Hexad (ex),173.0,6.0,26.48,64.84,8.67,6.0,1.0,10.0,12960.0,3.0,58.0,71.0,91.0,30.0,0.78,15.0,12.0,336200.0,1967
530,AYRIN,XSET (ex),173.0,66.0,18.38,73.52,8.09,66.0,23.0,134.0,158458.0,33.0,609.0,836.0,943.0,447.0,0.89,187.0,101.0,3440000.0,3062
531,Amaterasu,Velocity Gaming,173.0,6.0,28.51,60.0,11.48,6.0,1.0,6.0,14689.0,2.0,67.0,75.0,97.0,55.0,0.77,17.0,7.0,338550.0,927
532,AvovA,G2 Esports (Inactive) (ex),172.0,57.0,28.62,64.35,7.01,57.0,29.0,123.0,139109.0,41.0,653.0,731.0,807.0,416.0,0.91,165.0,73.0,2885450.0,2769
533,pollo,Team Vikings (ex),172.0,9.0,22.4,66.55,11.03,9.0,3.0,14.0,18139.0,2.0,67.0,91.0,144.0,29.0,0.63,18.0,3.0,396100.0,2894
534,koldamenta,Guild Esports,172.0,54.0,21.72,70.35,7.92,54.0,23.0,101.0,130352.0,18.0,521.0,700.0,784.0,445.0,0.89,158.0,112.0,3014900.0,2321
535,iluri,FOKUS (ex),172.0,12.0,35.38,61.17,3.43,12.0,4.0,35.0,30755.0,6.0,144.0,154.0,189.0,73.0,0.81,36.0,37.0,660450.0,3150
536,asteriskk,Persija Esports,172.0,16.0,16.64,76.67,6.68,16.0,13.0,42.0,39925.0,9.0,132.0,202.0,247.0,169.0,0.82,44.0,79.0,857200.0,2421
537,curry,Cloud9 (ex),172.0,17.0,24.33,67.19,8.46,17.0,4.0,29.0,40677.0,8.0,184.0,207.0,239.0,160.0,0.87,44.0,25.0,846650.0,3773
538,dimasick,Team Liquid,172.0,26.0,34.32,60.8,4.87,26.0,7.0,56.0,65575.0,8.0,324.0,354.0,388.0,175.0,0.91,79.0,63.0,1476600.0,750
539,Destrian,OG LDN UTD (ex),172.0,21.0,24.65,67.38,7.96,21.0,13.0,52.0,54829.0,17.0,229.0,270.0,322.0,162.0,0.84,62.0,34.0,1177900.0,426
540,Destrian,LDN UTD (ex),170.0,12.0,26.93,64.22,8.83,12.0,4.0,20.0,27908.0,2.0,125.0,138.0,172.0,68.0,0.8,39.0,27.0,588350.0,426
541,Rainy,Griffin E-Sports,171.0,16.0,22.72,69.92,7.36,16.0,8.0,37.0,37201.0,5.0,142.0,184.0,221.0,122.0,0.83,36.0,35.0,796100.0,1309
542,Yun,Pentagon,171.0,5.0,23.17,70.38,6.43,5.0,1.0,10.0,11233.0,2.0,54.0,69.0,81.0,19.0,0.85,15.0,5.0,274450.0,12288
543,Skyfull,DeToNator (ex),171.0,3.0,14.42,78.36,7.21,3.0,0.0,3.0,8989.0,1.0,30.0,35.0,57.0,25.0,0.61,9.0,8.0,196650.0,805
544,jfoen,E-Xolos LAZER,171.0,16.0,19.88,72.53,7.58,16.0,3.0,30.0,39888.0,13.0,139.0,196.0,259.0,143.0,0.76,42.0,37.0,909350.0,1141
545,Draxii,Rex Regum Qeon (ex),171.0,8.0,21.15,74.78,4.05,8.0,3.0,25.0,18225.0,1.0,73.0,101.0,123.0,52.0,0.82,30.0,12.0,414600.0,2794
546,Lily,EVA:e,171.0,3.0,18.47,75.79,5.73,3.0,0.0,4.0,8679.0,1.0,29.0,36.0,53.0,24.0,0.68,4.0,2.0,179500.0,23096
547,bucher,FOKUS (ex),170.0,12.0,28.75,69.37,1.87,12.0,1.0,43.0,31352.0,7.0,138.0,164.0,184.0,50.0,0.89,34.0,8.0,665000.0,5687
548,godko,Desperado (ex),170.0,21.0,22.55,71.9,5.53,21.0,6.0,54.0,51542.0,8.0,224.0,246.0,304.0,102.0,0.81,54.0,28.0,1069250.0,6690
549,FuriousMeow,Oblivion Force,170.0,4.0,19.31,76.13,4.54,4.0,3.0,10.0,9712.0,2.0,34.0,57.0,68.0,34.0,0.84,14.0,17.0,245700.0,3445
550,PEPA,Team Vikings (ex),170.0,9.0,24.84,73.03,2.12,9.0,2.0,35.0,18586.0,1.0,82.0,94.0,136.0,43.0,0.69,16.0,8.0,407800.0,2607
551,Art,Sengoku Gaming (ex),169.0,11.0,16.28,75.18,8.52,11.0,6.0,23.0,21410.0,5.0,86.0,113.0,132.0,64.0,0.86,21.0,12.0,468300.0,21302
552,Blas,NAOS Esports,169.0,4.0,23.35,71.85,4.79,4.0,1.0,1.0,8477.0,1.0,39.0,47.0,64.0,25.0,0.73,11.0,4.0,196700.0,9613
553,brawk,Ghost Gaming (ex),169.0,15.0,24.27,68.59,7.13,15.0,3.0,37.0,38626.0,14.0,143.0,184.0,204.0,116.0,0.9,35.0,36.0,812200.0,1468
554,Jan,Next eSports,169.0,3.0,27.48,61.83,10.68,3.0,1.0,12.0,7668.0,1.0,36.0,40.0,48.0,20.0,0.83,10.0,6.0,173050.0,22842
555,2GE,Rex Regum Qeon,169.0,8.0,24.02,69.96,6.0,8.0,7.0,19.0,18879.0,8.0,80.0,100.0,114.0,67.0,0.88,24.0,19.0,415500.0,9124
556,Obnoks,BIG (ex),169.0,25.0,28.55,66.09,5.34,25.0,5.0,62.0,62061.0,5.0,267.0,316.0,414.0,115.0,0.76,71.0,30.0,1419050.0,360
557,RoaN,SunXet Club (ex),168.0,11.0,22.1,67.13,10.75,11.0,1.0,20.0,25226.0,4.0,109.0,132.0,187.0,74.0,0.71,32.0,6.0,604000.0,3503
558,NeruFi,Crest Gaming ZST,168.0,9.0,22.07,72.72,5.19,9.0,2.0,30.0,20824.0,5.0,85.0,112.0,145.0,42.0,0.77,23.0,9.0,496900.0,2109
559,ableJ,FURIA (ex),168.0,34.0,21.17,70.27,8.55,34.0,12.0,60.0,84075.0,13.0,307.0,433.0,532.0,253.0,0.81,102.0,79.0,1945300.0,18192
560,Dhimorutoo,Reignite (ex),168.0,8.0,24.82,70.4,4.76,8.0,1.0,16.0,15239.0,1.0,73.0,93.0,110.0,60.0,0.85,22.0,17.0,378100.0,2849
561,Peloncito,E-Xolos LAZER,168.0,9.0,29.84,66.34,3.8,9.0,6.0,31.0,22500.0,6.0,94.0,120.0,154.0,48.0,0.78,29.0,9.0,538350.0,14639
562,B4nnba,Pentagon,167.0,5.0,27.47,68.13,4.39,5.0,1.0,10.0,11876.0,1.0,50.0,64.0,77.0,11.0,0.83,14.0,8.0,257050.0,6744
563,Delta,Maru Gaming (ex),167.0,22.0,19.88,69.13,10.98,22.0,8.0,46.0,46399.0,8.0,172.0,274.0,317.0,137.0,0.86,63.0,58.0,1089100.0,15651
564,pho,Evil Geniuses (ex),167.0,12.0,31.65,62.84,5.5,12.0,10.0,37.0,28537.0,8.0,138.0,146.0,187.0,56.0,0.78,28.0,42.0,629050.0,102
565,Fantasy,Team T5,167.0,16.0,28.62,67.12,4.25,16.0,4.0,44.0,36054.0,3.0,168.0,185.0,252.0,88.0,0.73,44.0,25.0,853600.0,1512
566,KimGyuTae,Desperado,167.0,16.0,22.24,69.3,8.45,15.0,6.0,23.0,33659.0,2.0,121.0,184.0,252.0,45.0,0.73,45.0,13.0,764300.0,19177
567,hype,OG LDN UTD (ex),167.0,21.0,24.2,70.81,4.97,21.0,6.0,46.0,51349.0,6.0,214.0,276.0,340.0,127.0,0.81,56.0,17.0,1245100.0,2199
568,lukzera,TBK Esports,167.0,38.0,22.31,71.8,5.88,38.0,21.0,81.0,87842.0,21.0,368.0,499.0,567.0,279.0,0.88,113.0,75.0,2071250.0,9831
569,CHIMEI,Oblivion Force,167.0,4.0,12.85,80.0,7.14,4.0,1.0,8.0,10421.0,1.0,27.0,51.0,72.0,32.0,0.71,12.0,3.0,218050.0,22285
570,Reformed,Evil Geniuses,167.0,35.0,21.27,69.53,9.18,35.0,17.0,62.0,83911.0,16.0,336.0,446.0,575.0,253.0,0.78,101.0,76.0,2042850.0,11672
571,ANGE1,FunPlus Phoenix (ex),166.0,85.0,30.42,62.55,7.01,85.0,13.0,92.0,201331.0,18.0,889.0,1023.0,1342.0,464.0,0.76,234.0,76.0,4736500.0,2335
572,이토히로부비부빗,Team T5 (ex),166.0,6.0,24.38,70.24,5.37,6.0,0.0,16.0,13077.0,1.0,59.0,68.0,81.0,35.0,0.84,16.0,9.0,311700.0,22791
573,shroud,Sentinels,166.0,8.0,35.2,61.37,3.42,8.0,3.0,24.0,22218.0,2.0,113.0,110.0,147.0,80.0,0.75,27.0,24.0,541600.0,16735
574,Delend,Made in Thailand (ex),166.0,17.0,30.23,65.51,4.25,17.0,4.0,39.0,40309.0,2.0,192.0,207.0,267.0,133.0,0.78,44.0,62.0,906700.0,347
575,olzerr,PAMPAS (ex),166.0,11.0,31.45,63.42,5.11,11.0,10.0,29.0,24259.0,5.0,123.0,134.0,156.0,80.0,0.86,26.0,26.0,535950.0,3538
576,hyouka,Reignite,165.0,10.0,22.85,71.99,5.15,10.0,1.0,22.0,21236.0,4.0,93.0,110.0,137.0,51.0,0.8,24.0,11.0,472350.0,921
577,crow,ZETA DIVISION,165.0,63.0,24.05,68.96,6.98,63.0,15.0,141.0,142612.0,29.0,558.0,746.0,826.0,388.0,0.9,159.0,194.0,3040050.0,2699
578,Keria,Spear Gaming,165.0,30.0,22.71,68.64,8.64,30.0,13.0,63.0,67011.0,13.0,276.0,328.0,446.0,215.0,0.74,66.0,69.0,1481200.0,8076
579,EROC,EVA:e (ex),165.0,3.0,30.08,64.22,5.69,3.0,1.0,11.0,7633.0,3.0,37.0,39.0,44.0,28.0,0.89,8.0,3.0,173500.0,506
580,Bonecold,Acend (ex),164.0,13.0,32.19,58.5,9.29,13.0,4.0,34.0,29557.0,4.0,142.0,149.0,179.0,62.0,0.83,32.0,30.0,637700.0,1334
581,jotinha,SunXet Club (ex),164.0,11.0,27.84,63.92,8.22,11.0,3.0,30.0,25711.0,4.0,132.0,127.0,182.0,50.0,0.7,22.0,6.0,588200.0,5907
582,Russ,Guild Esports (ex),163.0,47.0,31.59,60.87,7.52,47.0,7.0,57.0,107802.0,16.0,546.0,564.0,729.0,318.0,0.77,125.0,130.0,2636600.0,2318
583,v1nNy,Gamelanders Blue (ex),163.0,15.0,27.27,68.08,4.64,15.0,5.0,37.0,34677.0,9.0,135.0,176.0,217.0,101.0,0.81,40.0,19.0,783450.0,622
584,JREXXX,Insomnia (ex),163.0,3.0,20.13,66.66,13.19,3.0,0.0,7.0,6423.0,1.0,29.0,29.0,46.0,10.0,0.63,5.0,2.0,149400.0,9589
585,FNS,OpTic Gaming (ex),163.0,111.0,20.48,71.83,7.67,111.0,24.0,260.0,254698.0,37.0,1022.0,1301.0,1606.0,646.0,0.81,280.0,252.0,6036550.0,2841
586,SoGaTe,Tartarus (ex),162.0,16.0,25.78,67.04,7.17,14.0,4.0,36.0,27498.0,4.0,115.0,138.0,205.0,94.0,0.67,24.0,18.0,624600.0,22846
587,SoGaTe,Team GP (ex),161.0,6.0,30.15,66.13,3.7,6.0,3.0,20.0,12663.0,4.0,57.0,68.0,84.0,39.0,0.81,16.0,7.0,280350.0,22846
588,Glovee,SuperMassive (ex),162.0,11.0,26.35,67.79,5.85,11.0,2.0,25.0,25793.0,4.0,117.0,134.0,177.0,58.0,0.76,29.0,6.0,626700.0,3233
