"Team","Map Id","Map","Condition","Attacking Wins","Attacking Losses","Defending Wins","Defending Losses"
"Ninjas in Pyjamas",7,"Haven","time",0,1,2,0
"Ninjas in Pyjamas",4,"Icebox","bomb",14,0,0,13
"Ninjas in Pyjamas",4,"Icebox","defuse",0,30,23,0
"Ninjas in Pyjamas",4,"Icebox","kills (post-plant)",51,0,0,53
"Ninjas in Pyjamas",4,"Icebox","kills (pre-plant)",12,39,51,18
"Ninjas in Pyjamas",4,"Icebox","time",0,1,3,0
"Ninjas in Pyjamas",2,"Split","bomb",10,0,0,13
"Ninjas in Pyjamas",2,"Split","defuse",0,13,16,0
"Ninjas in Pyjamas",2,"Split","kills (post-plant)",44,0,0,23
"Ninjas in Pyjamas",2,"Split","kills (pre-plant)",11,22,34,6
"Ninjas in Pyjamas",2,"Split","time",0,1,1,0
"No Namers",1,"Ascent","defuse",0,3,7,0
"No Namers",1,"Ascent","kills (post-plant)",7,0,0,6
"No Namers",1,"Ascent","kills (pre-plant)",0,11,7,1
"No Namers",7,"Haven","bomb",1,0,0,3
"No Namers",7,"Haven","defuse",0,6,1,0
"No Namers",7,"Haven","kills (post-plant)",0,0,0,4
"No Namers",7,"Haven","kills (pre-plant)",2,10,2,3
"No Namers",7,"Haven","time",0,0,1,0
"No Namers",4,"Icebox","bomb",2,0,0,0
"No Namers",4,"Icebox","defuse",0,1,3,0
"No Namers",4,"Icebox","kills (post-plant)",3,0,0,4
"No Namers",4,"Icebox","kills (pre-plant)",0,6,3,2
"NORTHEPTION",1,"Ascent","bomb",4,0,0,6
"NORTHEPTION",1,"Ascent","defuse",0,24,20,0
"NORTHEPTION",1,"Ascent","kills (post-plant)",39,0,0,31
"NORTHEPTION",1,"Ascent","kills (pre-plant)",10,25,35,14
"NORTHEPTION",1,"Ascent","time",0,2,3,0
"NORTHEPTION",3,"Bind","bomb",5,0,0,7
"NORTHEPTION",3,"Bind","defuse",0,13,9,0
"NORTHEPTION",3,"Bind","kills (post-plant)",21,0,0,26
"NORTHEPTION",3,"Bind","kills (pre-plant)",2,14,23,3
"NORTHEPTION",3,"Bind","time",0,1,2,0
"NORTHEPTION",8,"Breeze","bomb",3,0,0,1
"NORTHEPTION",8,"Breeze","defuse",0,4,5,0
"NORTHEPTION",8,"Breeze","kills (post-plant)",9,0,0,4
"NORTHEPTION",8,"Breeze","kills (pre-plant)",1,6,6,3
"NORTHEPTION",8,"Breeze","time",0,1,0,0
"NORTHEPTION",9,"Fracture","bomb",5,0,0,3
"NORTHEPTION",9,"Fracture","defuse",0,9,8,0
"NORTHEPTION",9,"Fracture","kills (post-plant)",28,0,0,20
"NORTHEPTION",9,"Fracture","kills (pre-plant)",7,13,14,7
"NORTHEPTION",9,"Fracture","time",0,2,2,0
"NORTHEPTION",7,"Haven","bomb",12,0,0,8
"NORTHEPTION",7,"Haven","defuse",0,28,19,0
"NORTHEPTION",7,"Haven","kills (post-plant)",26,0,0,24
"NORTHEPTION",7,"Haven","kills (pre-plant)",10,29,25,13
"NORTHEPTION",7,"Haven","time",0,2,1,0
"NORTHEPTION",4,"Icebox","bomb",0,0,0,1
"NORTHEPTION",4,"Icebox","defuse",0,2,4,0
"NORTHEPTION",4,"Icebox","kills (post-plant)",6,0,0,6
"NORTHEPTION",4,"Icebox","kills (pre-plant)",3,9,12,0
"NORTHEPTION",4,"Icebox","time",0,0,1,0
"NORTHEPTION",2,"Split","bomb",1,0,0,3
"NORTHEPTION",2,"Split","defuse",0,2,5,0
"NORTHEPTION",2,"Split","kills (post-plant)",17,0,0,17
"NORTHEPTION",2,"Split","kills (pre-plant)",4,16,15,2
"NORTHEPTION",2,"Split","time",0,1,3,0
"NRG Esports",1,"Ascent","bomb",5,0,0,8
"NRG Esports",1,"Ascent","defuse",0,9,7,0
"NRG Esports",1,"Ascent","kills (post-plant)",13,0,0,12
"NRG Esports",1,"Ascent","kills (pre-plant)",5,11,13,3
"NRG Esports",1,"Ascent","time",0,1,2,0
"NRG Esports",3,"Bind","bomb",5,0,0,12
"NRG Esports",3,"Bind","defuse",0,17,13,0
"NRG Esports",3,"Bind","kills (post-plant)",18,0,0,32
"NRG Esports",3,"Bind","kills (pre-plant)",4,25,25,6
"NRG Esports",3,"Bind","time",0,0,3,0
"NRG Esports",8,"Breeze","bomb",7,0,0,7
"NRG Esports",8,"Breeze","defuse",0,10,12,0
"NRG Esports",8,"Breeze","kills (post-plant)",14,0,0,23
"NRG Esports",8,"Breeze","kills (pre-plant)",6,15,7,2
"NRG Esports",8,"Breeze","time",0,2,0,0
"NRG Esports",9,"Fracture","bomb",3,0,0,3
"NRG Esports",9,"Fracture","defuse",0,7,7,0
"NRG Esports",9,"Fracture","kills (post-plant)",14,0,0,17
"NRG Esports",9,"Fracture","kills (pre-plant)",5,12,11,4
"NRG Esports",9,"Fracture","time",0,0,2,0
"NRG Esports",7,"Haven","bomb",5,0,0,12
"NRG Esports",7,"Haven","defuse",0,16,24,0
"NRG Esports",7,"Haven","kills (post-plant)",18,0,0,19
"NRG Esports",7,"Haven","kills (pre-plant)",9,13,17,11
"NRG Esports",7,"Haven","time",0,2,2,0
"NRG Esports",4,"Icebox","bomb",2,0,0,8
"NRG Esports",4,"Icebox","defuse",0,27,24,0
"NRG Esports",4,"Icebox","kills (post-plant)",22,0,0,26
"NRG Esports",4,"Icebox","kills (pre-plant)",17,28,17,9
"NRG Esports",4,"Icebox","time",0,2,5,0
"NRG Esports",2,"Split","bomb",2,0,0,4
"NRG Esports",2,"Split","defuse",0,6,10,0
"NRG Esports",2,"Split","kills (post-plant)",9,0,0,10
"NRG Esports",2,"Split","kills (pre-plant)",2,9,11,0
"NRG Esports",2,"Split","time",0,1,1,0
"Oasis Gaming",1,"Ascent","defuse",0,2,0,0
"Oasis Gaming",1,"Ascent","kills (post-plant)",1,0,0,0
"Oasis Gaming",1,"Ascent","kills (pre-plant)",1,8,0,3
"Oasis Gaming",3,"Bind","bomb",0,0,0,1
"Oasis Gaming",3,"Bind","defuse",0,3,2,0
"Oasis Gaming",3,"Bind","kills (post-plant)",1,0,0,1
"Oasis Gaming",3,"Bind","kills (pre-plant)",0,5,4,3
"Oasis Gaming",3,"Bind","time",0,0,1,0
"Oasis Gaming",8,"Breeze","bomb",1,0,0,0
"Oasis Gaming",8,"Breeze","defuse",0,0,1,0
"Oasis Gaming",8,"Breeze","kills (post-plant)",0,0,0,7
"Oasis Gaming",8,"Breeze","kills (pre-plant)",2,5,3,1
"Oasis Gaming",4,"Icebox","kills (post-plant)",5,0,0,5
"Oasis Gaming",4,"Icebox","kills (pre-plant)",1,5,1,2
"Oasis Gaming",4,"Icebox","time",0,1,0,0
"Oblivion Force",1,"Ascent","bomb",2,0,0,2
"Oblivion Force",1,"Ascent","defuse",0,4,4,0
"Oblivion Force",1,"Ascent","kills (post-plant)",6,0,0,6
"Oblivion Force",1,"Ascent","kills (pre-plant)",1,11,6,3
"Oblivion Force",1,"Ascent","time",0,0,1,0
"Oblivion Force",4,"Icebox","bomb",3,0,0,2
"Oblivion Force",4,"Icebox","defuse",0,5,5,0
"Oblivion Force",4,"Icebox","kills (post-plant)",4,0,0,9
"Oblivion Force",4,"Icebox","kills (pre-plant)",3,4,3,4
"Oblivion Force",4,"Icebox","time",0,2,1,0
"OG LDN UTD",1,"Ascent","bomb",3,0,0,7
"OG LDN UTD",1,"Ascent","defuse",0,4,11,0
"OG LDN UTD",1,"Ascent","kills (post-plant)",15,0,0,9
"OG LDN UTD",1,"Ascent","kills (pre-plant)",4,10,12,7
"OG LDN UTD",1,"Ascent","time",0,4,0,0
"OG LDN UTD",3,"Bind","bomb",2,0,0,4
"OG LDN UTD",3,"Bind","defuse",0,3,7,0
"OG LDN UTD",3,"Bind","kills (post-plant)",2,0,0,15
"OG LDN UTD",3,"Bind","kills (pre-plant)",0,15,5,2
"OG LDN UTD",3,"Bind","time",0,0,3,0
"OG LDN UTD",8,"Breeze","bomb",6,0,0,6
"OG LDN UTD",8,"Breeze","defuse",0,5,12,0
"OG LDN UTD",8,"Breeze","kills (post-plant)",13,0,0,13
"OG LDN UTD",8,"Breeze","kills (pre-plant)",4,8,6,3
"OG LDN UTD",8,"Breeze","time",0,2,1,0
"OG LDN UTD",9,"Fracture","bomb",4,0,0,4
"OG LDN UTD",9,"Fracture","defuse",0,5,7,0
"OG LDN UTD",9,"Fracture","kills (post-plant)",9,0,0,6
"OG LDN UTD",9,"Fracture","kills (pre-plant)",1,9,5,4
"OG LDN UTD",9,"Fracture","time",0,0,2,0
"OG LDN UTD",7,"Haven","bomb",1,0,0,5
"OG LDN UTD",7,"Haven","defuse",0,13,12,0
"OG LDN UTD",7,"Haven","kills (post-plant)",20,0,0,8
"OG LDN UTD",7,"Haven","kills (pre-plant)",5,20,8,7
"OG LDN UTD",7,"Haven","time",0,1,1,0
"OG LDN UTD",4,"Icebox","bomb",1,0,0,7
"OG LDN UTD",4,"Icebox","defuse",0,5,9,0
"OG LDN UTD",4,"Icebox","kills (post-plant)",8,0,0,17
"OG LDN UTD",4,"Icebox","kills (pre-plant)",1,8,3,2
"OG LDN UTD",2,"Split","defuse",0,3,4,0
"OG LDN UTD",2,"Split","kills (post-plant)",4,0,0,2
"OG LDN UTD",2,"Split","kills (pre-plant)",0,6,4,3
"Onic Esports",1,"Ascent","bomb",7,0,0,8
"Onic Esports",1,"Ascent","defuse",0,7,11,0
"Onic Esports",1,"Ascent","kills (post-plant)",25,0,0,14
"Onic Esports",1,"Ascent","kills (pre-plant)",11,18,23,9
"Onic Esports",1,"Ascent","time",0,2,1,0
"Onic Esports",3,"Bind","bomb",3,0,0,3
"Onic Esports",3,"Bind","defuse",0,9,8,0
"Onic Esports",3,"Bind","kills (post-plant)",7,0,0,12
"Onic Esports",3,"Bind","kills (pre-plant)",2,12,9,3
"Onic Esports",3,"Bind","time",0,0,1,0
"Onic Esports",8,"Breeze","bomb",13,0,0,8
"Onic Esports",8,"Breeze","defuse",0,15,20,0
"Onic Esports",8,"Breeze","kills (post-plant)",30,0,0,24
"Onic Esports",8,"Breeze","kills (pre-plant)",7,23,19,11
"Onic Esports",8,"Breeze","time",0,2,2,0
"Onic Esports",9,"Fracture","bomb",4,0,0,5
"Onic Esports",9,"Fracture","defuse",0,10,12,0
"Onic Esports",9,"Fracture","kills (post-plant)",18,0,0,19
"Onic Esports",9,"Fracture","kills (pre-plant)",8,17,16,12
"Onic Esports",9,"Fracture","time",0,2,2,0
"Onic Esports",7,"Haven","bomb",4,0,0,6
"Onic Esports",7,"Haven","defuse",0,11,13,0
"Onic Esports",7,"Haven","kills (post-plant)",13,0,0,12
"Onic Esports",7,"Haven","kills (pre-plant)",6,20,25,1
"Onic Esports",7,"Haven","time",0,1,2,0
"Onic Esports",4,"Icebox","bomb",11,0,0,9
"Onic Esports",4,"Icebox","defuse",0,15,28,0
"Onic Esports",4,"Icebox","kills (post-plant)",27,0,0,29
"Onic Esports",4,"Icebox","kills (pre-plant)",12,29,20,13
"Onic Esports",4,"Icebox","time",0,3,0,0
"Onic Esports",2,"Split","bomb",1,0,0,0
"Onic Esports",2,"Split","defuse",0,2,4,0
"Onic Esports",2,"Split","kills (post-plant)",2,0,0,3
"Onic Esports",2,"Split","kills (pre-plant)",0,4,1,3
"Onic Esports",2,"Split","time",0,1,1,0
"On Sla2ers",1,"Ascent","bomb",2,0,0,9
"On Sla2ers",1,"Ascent","defuse",0,15,28,0
"On Sla2ers",1,"Ascent","kills (post-plant)",22,0,0,26
"On Sla2ers",1,"Ascent","kills (pre-plant)",5,25,42,3
"On Sla2ers",1,"Ascent","time",0,1,3,0
"On Sla2ers",3,"Bind","bomb",23,0,0,7
"On Sla2ers",3,"Bind","defuse",0,16,25,0
"On Sla2ers",3,"Bind","kills (post-plant)",52,0,0,28
"On Sla2ers",3,"Bind","kills (pre-plant)",19,23,26,2
"On Sla2ers",3,"Bind","time",0,3,3,0
"On Sla2ers",8,"Breeze","bomb",8,0,0,12
"On Sla2ers",8,"Breeze","defuse",0,13,21,0
"On Sla2ers",8,"Breeze","kills (post-plant)",26,0,0,21
"On Sla2ers",8,"Breeze","kills (pre-plant)",8,12,15,2
"On Sla2ers",8,"Breeze","time",0,2,5,0
"On Sla2ers",9,"Fracture","bomb",5,0,0,5
"On Sla2ers",9,"Fracture","defuse",0,9,7,0
"On Sla2ers",9,"Fracture","kills (post-plant)",14,0,0,16
"On Sla2ers",9,"Fracture","kills (pre-plant)",4,13,5,3
"On Sla2ers",9,"Fracture","time",0,1,1,0
"On Sla2ers",7,"Haven","bomb",18,0,0,8
"On Sla2ers",7,"Haven","defuse",0,13,22,0
"On Sla2ers",7,"Haven","kills (post-plant)",36,0,0,20
"On Sla2ers",7,"Haven","kills (pre-plant)",10,22,37,8
"On Sla2ers",7,"Haven","time",0,2,2,0
"On Sla2ers",4,"Icebox","bomb",6,0,0,3
"On Sla2ers",4,"Icebox","defuse",0,17,9,0
"On Sla2ers",4,"Icebox","kills (post-plant)",25,0,0,17
"On Sla2ers",4,"Icebox","kills (pre-plant)",2,22,11,4
"On Sla2ers",4,"Icebox","time",0,0,2,0
"On Sla2ers",2,"Split","bomb",4,0,0,12
"On Sla2ers",2,"Split","defuse",0,10,10,0
"On Sla2ers",2,"Split","kills (post-plant)",10,0,0,17
"On Sla2ers",2,"Split","kills (pre-plant)",6,15,10,4
"On Sla2ers",2,"Split","time",0,1,4,0
"OpTic Gaming",1,"Ascent","bomb",12,0,0,20
"OpTic Gaming",1,"Ascent","defuse",0,33,50,0
"OpTic Gaming",1,"Ascent","kills (post-plant)",72,0,0,54
"OpTic Gaming",1,"Ascent","kills (pre-plant)",19,95,92,30
"OpTic Gaming",1,"Ascent","time",0,6,9,0
"OpTic Gaming",3,"Bind","bomb",22,0,0,16
"OpTic Gaming",3,"Bind","defuse",0,31,40,0
"OpTic Gaming",3,"Bind","kills (post-plant)",81,0,0,43
"OpTic Gaming",3,"Bind","kills (pre-plant)",13,52,82,14
"OpTic Gaming",3,"Bind","time",0,8,6,0
"OpTic Gaming",8,"Breeze","bomb",11,0,0,10
"OpTic Gaming",8,"Breeze","defuse",0,26,27,0
"OpTic Gaming",8,"Breeze","kills (post-plant)",36,0,0,27
"OpTic Gaming",8,"Breeze","kills (pre-plant)",5,33,32,8
"OpTic Gaming",8,"Breeze","time",0,2,2,0
"OpTic Gaming",9,"Fracture","bomb",18,0,0,14
"OpTic Gaming",9,"Fracture","defuse",0,29,35,0
"OpTic Gaming",9,"Fracture","kills (post-plant)",58,0,0,45
"OpTic Gaming",9,"Fracture","kills (pre-plant)",19,44,45,21
"OpTic Gaming",9,"Fracture","time",0,4,8,0
"OpTic Gaming",7,"Haven","bomb",12,0,0,19
"OpTic Gaming",7,"Haven","defuse",0,34,24,0
"OpTic Gaming",7,"Haven","kills (post-plant)",67,0,0,56
"OpTic Gaming",7,"Haven","kills (pre-plant)",29,41,38,27
"OpTic Gaming",7,"Haven","time",0,1,4,0
"OpTic Gaming",4,"Icebox","bomb",10,0,0,18
"OpTic Gaming",4,"Icebox","defuse",0,26,22,0
"OpTic Gaming",4,"Icebox","kills (post-plant)",40,0,0,41
"OpTic Gaming",4,"Icebox","kills (pre-plant)",13,35,36,14
"OpTic Gaming",4,"Icebox","time",0,2,2,0
"OpTic Gaming",10,"Pearl","bomb",3,0,0,1
"OpTic Gaming",10,"Pearl","defuse",0,1,2,0
"OpTic Gaming",10,"Pearl","kills (post-plant)",9,0,0,3
"OpTic Gaming",10,"Pearl","kills (pre-plant)",0,1,9,3
"OpTic Gaming",10,"Pearl","time",0,2,3,0
"OpTic Gaming",2,"Split","bomb",4,0,0,7
"OpTic Gaming",2,"Split","defuse",0,25,15,0
"OpTic Gaming",2,"Split","kills (post-plant)",37,0,0,29
"OpTic Gaming",2,"Split","kills (pre-plant)",9,36,47,13
"OpTic Gaming",2,"Split","time",0,4,7,0
"ORDER",1,"Ascent","bomb",2,0,0,0
"ORDER",1,"Ascent","defuse",0,5,7,0
"ORDER",1,"Ascent","kills (post-plant)",8,0,0,9
"ORDER",1,"Ascent","kills (pre-plant)",9,10,32,9
"ORDER",1,"Ascent","time",0,0,3,0
"ORDER",3,"Bind","bomb",0,0,0,2
"ORDER",3,"Bind","defuse",0,1,2,0
"ORDER",3,"Bind","kills (post-plant)",2,0,0,6
"ORDER",3,"Bind","kills (pre-plant)",0,4,2,0
"ORDER",8,"Breeze","bomb",2,0,0,3
"ORDER",8,"Breeze","defuse",0,8,5,0
"ORDER",8,"Breeze","kills (post-plant)",17,0,0,11
"ORDER",8,"Breeze","kills (pre-plant)",4,11,15,4
"ORDER",8,"Breeze","time",0,1,0,0
"ORDER",9,"Fracture","bomb",0,0,0,2
"ORDER",9,"Fracture","defuse",0,1,3,0
"ORDER",9,"Fracture","kills (post-plant)",3,0,0,6
"ORDER",9,"Fracture","kills (pre-plant)",1,7,9,3
"ORDER",9,"Fracture","time",0,0,1,0
"ORDER",7,"Haven","bomb",1,0,0,2
"ORDER",7,"Haven","defuse",0,5,2,0
"ORDER",7,"Haven","kills (post-plant)",4,0,0,7
"ORDER",7,"Haven","kills (pre-plant)",5,6,5,6
"ORDER",4,"Icebox","defuse",0,1,2,0
"ORDER",4,"Icebox","kills (post-plant)",3,0,0,1
"ORDER",4,"Icebox","kills (pre-plant)",0,7,0,3
"ORDER",4,"Icebox","time",0,1,0,0
"ORDER",2,"Split","defuse",0,0,3,0
"ORDER",2,"Split","kills (post-plant)",2,0,0,1
"ORDER",2,"Split","kills (pre-plant)",0,0,6,0
"ORDER",2,"Split","time",0,0,2,0
"PAMPAS",1,"Ascent","bomb",1,0,0,2
"PAMPAS",1,"Ascent","defuse",0,8,5,0
"PAMPAS",1,"Ascent","kills (post-plant)",9,0,0,10
"PAMPAS",1,"Ascent","kills (pre-plant)",1,12,11,9
"PAMPAS",1,"Ascent","time",0,0,2,0
"PAMPAS",3,"Bind","bomb",1,0,0,0
"PAMPAS",3,"Bind","defuse",0,3,0,0
"PAMPAS",3,"Bind","kills (post-plant)",1,0,0,4
"PAMPAS",3,"Bind","kills (pre-plant)",2,5,0,1
"PAMPAS",8,"Breeze","bomb",2,0,0,1
"PAMPAS",8,"Breeze","defuse",0,1,2,0
"PAMPAS",8,"Breeze","kills (post-plant)",2,0,0,1
"PAMPAS",8,"Breeze","kills (pre-plant)",2,5,5,0
"PAMPAS",7,"Haven","bomb",5,0,0,3
"PAMPAS",7,"Haven","defuse",0,16,11,0
"PAMPAS",7,"Haven","kills (post-plant)",13,0,0,13
"PAMPAS",7,"Haven","kills (pre-plant)",2,12,11,6
"PAMPAS",7,"Haven","time",0,0,2,0
"PAMPAS",2,"Split","bomb",2,0,0,1
"PAMPAS",2,"Split","defuse",0,2,2,0
"PAMPAS",2,"Split","kills (post-plant)",2,0,0,4
"PAMPAS",2,"Split","kills (pre-plant)",0,3,3,0
"PAMPAS",2,"Split","time",0,3,0,0
"Paper Rex",1,"Ascent","bomb",5,0,0,4
"Paper Rex",1,"Ascent","defuse",0,9,9,0
"Paper Rex",1,"Ascent","kills (post-plant)",24,0,0,20
"Paper Rex",1,"Ascent","kills (pre-plant)",11,18,18,4
"Paper Rex",1,"Ascent","time",0,2,1,0
"Paper Rex",3,"Bind","bomb",9,0,0,6
"Paper Rex",3,"Bind","defuse",0,18,14,0
"Paper Rex",3,"Bind","kills (post-plant)",44,0,0,34
"Paper Rex",3,"Bind","kills (pre-plant)",9,22,31,12
"Paper Rex",3,"Bind","time",0,2,2,0
"Paper Rex",8,"Breeze","bomb",3,0,0,8
"Paper Rex",8,"Breeze","defuse",0,10,8,0
"Paper Rex",8,"Breeze","kills (post-plant)",15,0,0,8
"Paper Rex",8,"Breeze","kills (pre-plant)",10,10,8,8
"Paper Rex",8,"Breeze","time",0,1,1,0
"Paper Rex",9,"Fracture","bomb",4,0,0,9
"Paper Rex",9,"Fracture","defuse",0,13,21,0
"Paper Rex",9,"Fracture","kills (post-plant)",31,0,0,24
"Paper Rex",9,"Fracture","kills (pre-plant)",16,16,39,13
"Paper Rex",9,"Fracture","time",0,2,0,0
"Paper Rex",7,"Haven","bomb",14,0,0,6
"Paper Rex",7,"Haven","defuse",0,30,34,0
"Paper Rex",7,"Haven","kills (post-plant)",60,0,0,41
"Paper Rex",7,"Haven","kills (pre-plant)",16,34,42,15
"Paper Rex",7,"Haven","time",0,2,0,0
"Paper Rex",4,"Icebox","bomb",5,0,0,4
"Paper Rex",4,"Icebox","defuse",0,10,8,0
"Paper Rex",4,"Icebox","kills (post-plant)",51,0,0,34
"Paper Rex",4,"Icebox","kills (pre-plant)",21,16,26,9
"Paper Rex",4,"Icebox","time",0,1,0,0
"Paper Rex",10,"Pearl","bomb",4,0,0,1
"Paper Rex",10,"Pearl","defuse",0,5,2,0
"Paper Rex",10,"Pearl","kills (post-plant)",9,0,0,1
"Paper Rex",10,"Pearl","kills (pre-plant)",1,5,9,3
"Paper Rex",10,"Pearl","time",0,0,1,0
"Paper Rex",2,"Split","bomb",6,0,0,6
"Paper Rex",2,"Split","defuse",0,13,6,0
"Paper Rex",2,"Split","kills (post-plant)",28,0,0,18
"Paper Rex",2,"Split","kills (pre-plant)",10,21,26,8
"Paper Rex",2,"Split","time",0,2,1,0
"Pentagon",3,"Bind","bomb",0,0,0,1
"Pentagon",3,"Bind","kills (post-plant)",0,0,0,10
"Pentagon",3,"Bind","kills (pre-plant)",0,2,1,0
"Pentagon",8,"Breeze","defuse",0,3,5,0
"Pentagon",8,"Breeze","kills (post-plant)",5,0,0,8
"Pentagon",8,"Breeze","kills (pre-plant)",3,6,10,0
"Pentagon",8,"Breeze","time",0,0,1,0
"Pentagon",7,"Haven","bomb",1,0,0,1
"Pentagon",7,"Haven","defuse",0,3,4,0
"Pentagon",7,"Haven","kills (post-plant)",5,0,0,7
"Pentagon",7,"Haven","kills (pre-plant)",1,3,1,0
"Pentagon",2,"Split","bomb",0,0,0,1
"Pentagon",2,"Split","kills (post-plant)",9,0,0,8
"Pentagon",2,"Split","kills (pre-plant)",0,4,3,1
"Persija Esports",1,"Ascent","bomb",3,0,0,1
"Persija Esports",1,"Ascent","defuse",0,0,1,0
"Persija Esports",1,"Ascent","kills (post-plant)",4,0,0,6
"Persija Esports",1,"Ascent","kills (pre-plant)",1,4,1,2
"Persija Esports",1,"Ascent","time",0,0,1,0
"Persija Esports",3,"Bind","bomb",3,0,0,1
"Persija Esports",3,"Bind","defuse",0,9,8,0
"Persija Esports",3,"Bind","kills (post-plant)",19,0,0,17
"Persija Esports",3,"Bind","kills (pre-plant)",1,10,21,2
"Persija Esports",3,"Bind","time",0,1,0,0
"Persija Esports",8,"Breeze","bomb",6,0,0,1
"Persija Esports",8,"Breeze","defuse",0,7,6,0
"Persija Esports",8,"Breeze","kills (post-plant)",8,0,0,10
"Persija Esports",8,"Breeze","kills (pre-plant)",2,6,11,4
"Persija Esports",8,"Breeze","time",0,0,1,0
"Persija Esports",9,"Fracture","bomb",1,0,0,1
"Persija Esports",9,"Fracture","defuse",0,2,4,0
"Persija Esports",9,"Fracture","kills (post-plant)",14,0,0,11
"Persija Esports",9,"Fracture","kills (pre-plant)",2,7,3,5
"Persija Esports",9,"Fracture","time",0,0,1,0
"Persija Esports",7,"Haven","bomb",5,0,0,6
"Persija Esports",7,"Haven","defuse",0,11,12,0
"Persija Esports",7,"Haven","kills (post-plant)",14,0,0,19
"Persija Esports",7,"Haven","kills (pre-plant)",5,21,14,8
"Persija Esports",4,"Icebox","defuse",0,1,1,0
"Persija Esports",4,"Icebox","kills (post-plant)",3,0,0,7
"Persija Esports",4,"Icebox","kills (pre-plant)",0,2,1,3
"Rebellion Arts",1,"Ascent","bomb",2,0,0,0
"Rebellion Arts",1,"Ascent","defuse",0,3,0,0
"Rebellion Arts",1,"Ascent","kills (post-plant)",5,0,0,8
"Rebellion Arts",1,"Ascent","kills (pre-plant)",0,2,2,0
"Rebellion Arts",4,"Icebox","defuse",0,3,0,0
"Rebellion Arts",4,"Icebox","kills (post-plant)",2,0,0,2
"Rebellion Arts",4,"Icebox","kills (pre-plant)",1,5,0,2
"Rebellion Arts",4,"Icebox","time",0,1,0,0
"Reignite",3,"Bind","bomb",2,0,0,1
"Reignite",3,"Bind","defuse",0,3,4,0
"Reignite",3,"Bind","kills (post-plant)",12,0,0,3
"Reignite",3,"Bind","kills (pre-plant)",1,5,4,3
"Reignite",3,"Bind","time",0,1,1,0
"Reignite",8,"Breeze","bomb",2,0,0,1
"Reignite",8,"Breeze","kills (post-plant)",2,0,0,4
"Reignite",8,"Breeze","kills (pre-plant)",1,7,2,1
"Reignite",8,"Breeze","time",0,0,1,0
"Reignite",9,"Fracture","bomb",0,0,0,1
"Reignite",9,"Fracture","defuse",0,2,2,0
"Reignite",9,"Fracture","kills (post-plant)",1,0,0,5
"Reignite",9,"Fracture","kills (pre-plant)",0,2,1,2
"Reignite",9,"Fracture","time",0,1,1,0
"Reignite",7,"Haven","bomb",2,0,0,2
"Reignite",7,"Haven","defuse",0,8,2,0
"Reignite",7,"Haven","kills (post-plant)",14,0,0,12
"Reignite",7,"Haven","kills (pre-plant)",1,11,8,6
"Reignite",4,"Icebox","defuse",0,6,4,0
"Reignite",4,"Icebox","kills (post-plant)",7,0,0,6
"Reignite",4,"Icebox","kills (pre-plant)",1,5,3,2
"Reignite",4,"Icebox","time",0,1,0,0
"Reignite",2,"Split","bomb",1,0,0,1
"Reignite",2,"Split","defuse",0,3,1,0
"Reignite",2,"Split","kills (post-plant)",1,0,0,2
"Reignite",2,"Split","kills (pre-plant)",0,6,1,0
"Reignite",2,"Split","time",0,1,1,0
"REJECT",1,"Ascent","bomb",2,0,0,4
"REJECT",1,"Ascent","defuse",0,9,10,0
"REJECT",1,"Ascent","kills (post-plant)",21,0,0,19
"REJECT",1,"Ascent","kills (pre-plant)",4,18,14,5
"REJECT",1,"Ascent","time",0,3,1,0
"REJECT",3,"Bind","bomb",12,0,0,5
"REJECT",3,"Bind","defuse",0,14,15,0
"REJECT",3,"Bind","kills (post-plant)",20,0,0,32
"REJECT",3,"Bind","kills (pre-plant)",10,14,19,9
"REJECT",3,"Bind","time",0,5,3,0
"REJECT",8,"Breeze","bomb",2,0,0,1
"REJECT",8,"Breeze","defuse",0,0,5,0
"REJECT",8,"Breeze","kills (post-plant)",4,0,0,4
"REJECT",8,"Breeze","kills (pre-plant)",0,6,2,0
"REJECT",9,"Fracture","bomb",0,0,0,1
"REJECT",9,"Fracture","defuse",0,2,2,0
"REJECT",9,"Fracture","kills (post-plant)",7,0,0,6
"REJECT",9,"Fracture","kills (pre-plant)",0,3,0,1
"REJECT",7,"Haven","bomb",7,0,0,5
"REJECT",7,"Haven","defuse",0,10,15,0
"REJECT",7,"Haven","kills (post-plant)",32,0,0,12
"REJECT",7,"Haven","kills (pre-plant)",17,21,18,7
"REJECT",7,"Haven","time",0,2,2,0
"REJECT",4,"Icebox","bomb",3,0,0,5
"REJECT",4,"Icebox","defuse",0,16,20,0
"REJECT",4,"Icebox","kills (post-plant)",34,0,0,21
"REJECT",4,"Icebox","kills (pre-plant)",16,12,19,6
"REJECT",4,"Icebox","time",0,1,2,0
"REJECT",2,"Split","defuse",0,2,1,0
"REJECT",2,"Split","kills (post-plant)",0,0,0,5
"REJECT",2,"Split","kills (pre-plant)",0,5,5,1
"Rex Regum Qeon",1,"Ascent","bomb",1,0,0,0
"Rex Regum Qeon",1,"Ascent","defuse",0,2,2,0
"Rex Regum Qeon",1,"Ascent","kills (post-plant)",7,0,0,8
"Rex Regum Qeon",1,"Ascent","kills (pre-plant)",1,3,2,2
"Rex Regum Qeon",3,"Bind","bomb",0,0,0,2
"Rex Regum Qeon",3,"Bind","defuse",0,1,3,0
