"Team","Situation","Delta","Win %","Wins","Losses"
"EVA:e","5v1","+4","100.00",4,0
"EVA:e","5v2","+3","90.00",9,1
"EVA:e","4v1","+3","100.00",7,0
"EVA:e","5v3","+2","85.00",17,3
"EVA:e","4v2","+2","86.66",13,2
"EVA:e","3v1","+2","90.90",10,1
"EVA:e","5v4","+1","71.79",28,11
"EVA:e","4v3","+1","67.85",19,9
"EVA:e","3v2","+1","71.42",15,6
"EVA:e","2v1","+1","80.00",12,3
"EVA:e","4v4","0","48.48",16,17
"EVA:e","3v3","0","52.00",13,12
"EVA:e","2v2","0","45.00",9,11
"EVA:e","1v1","0","22.22",2,7
"EVA:e","4v5","-1","15.62",5,27
"EVA:e","3v4","-1","17.64",3,14
"EVA:e","2v3","-1","22.22",4,14
"EVA:e","1v2","-1","9.09",1,10
"EVA:e","3v5","-2","0.00",0,19
"EVA:e","2v4","-2","0.00",0,16
"EVA:e","1v3","-2","0.00",0,13
"EVA:e","2v5","-3","0.00",0,14
"EVA:e","1v4","-3","0.00",0,14
"EVA:e","1v5","-4","0.00",0,7
"Evil Geniuses","5v1","+4","100.00",58,0
"Evil Geniuses","5v2","+3","96.87",93,3
"Evil Geniuses","4v1","+3","99.12",113,1
"Evil Geniuses","5v3","+2","89.88",160,18
"Evil Geniuses","4v2","+2","90.34",159,17
"Evil Geniuses","3v1","+2","97.31",145,4
"Evil Geniuses","5v4","+1","71.62",260,103
"Evil Geniuses","4v3","+1","74.10",206,72
"Evil Geniuses","3v2","+1","77.29",160,47
"Evil Geniuses","2v1","+1","85.33",128,22
"Evil Geniuses","4v4","0","49.03",203,211
"Evil Geniuses","3v3","0","50.37",134,132
"Evil Geniuses","2v2","0","50.00",101,101
"Evil Geniuses","1v1","0","53.84",63,54
"Evil Geniuses","4v5","-1","26.83",117,319
"Evil Geniuses","3v4","-1","24.35",75,233
"Evil Geniuses","2v3","-1","25.56",57,166
"Evil Geniuses","1v2","-1","17.44",26,123
"Evil Geniuses","3v5","-2","7.07",15,197
"Evil Geniuses","2v4","-2","7.27",16,204
"Evil Geniuses","1v3","-2","2.73",5,178
"Evil Geniuses","2v5","-3","0.00",0,115
"Evil Geniuses","1v4","-3","0.00",0,161
"Evil Geniuses","1v5","-4","0.00",0,59
"E-Xolos LAZER","5v1","+4","100.00",31,0
"E-Xolos LAZER","5v2","+3","98.00",49,1
"E-Xolos LAZER","4v1","+3","100.00",57,0
"E-Xolos LAZER","5v3","+2","88.88",72,9
"E-Xolos LAZER","4v2","+2","90.54",67,7
"E-Xolos LAZER","3v1","+2","93.54",58,4
"E-Xolos LAZER","5v4","+1","67.66",113,54
"E-Xolos LAZER","4v3","+1","64.65",75,41
"E-Xolos LAZER","3v2","+1","67.08",53,26
"E-Xolos LAZER","2v1","+1","70.00",42,18
"E-Xolos LAZER","4v4","0","43.10",75,99
"E-Xolos LAZER","3v3","0","43.75",49,63
"E-Xolos LAZER","2v2","0","35.78",34,61
"E-Xolos LAZER","1v1","0","39.06",25,39
"E-Xolos LAZER","4v5","-1","22.63",43,147
"E-Xolos LAZER","3v4","-1","23.30",31,102
"E-Xolos LAZER","2v3","-1","17.11",19,92
"E-Xolos LAZER","1v2","-1","13.92",11,68
"E-Xolos LAZER","3v5","-2","9.90",10,91
"E-Xolos LAZER","2v4","-2","3.88",4,99
"E-Xolos LAZER","1v3","-2","2.81",2,69
"E-Xolos LAZER","2v5","-3","0.00",0,51
"E-Xolos LAZER","1v4","-3","1.49",1,66
"E-Xolos LAZER","1v5","-4","0.00",0,28
"Fancy United Esports","5v1","+4","100.00",22,0
"Fancy United Esports","5v2","+3","97.87",46,1
"Fancy United Esports","4v1","+3","100.00",61,0
"Fancy United Esports","5v3","+2","81.81",72,16
"Fancy United Esports","4v2","+2","86.90",73,11
"Fancy United Esports","3v1","+2","92.42",61,5
"Fancy United Esports","5v4","+1","66.26",110,56
"Fancy United Esports","4v3","+1","63.70",79,45
"Fancy United Esports","3v2","+1","71.59",63,25
"Fancy United Esports","2v1","+1","75.00",57,19
"Fancy United Esports","4v4","0","43.57",78,101
"Fancy United Esports","3v3","0","45.90",56,66
"Fancy United Esports","2v2","0","43.95",40,51
"Fancy United Esports","1v1","0","38.46",25,40
"Fancy United Esports","4v5","-1","22.27",45,157
"Fancy United Esports","3v4","-1","20.74",28,107
"Fancy United Esports","2v3","-1","17.30",18,86
"Fancy United Esports","1v2","-1","15.38",12,66
"Fancy United Esports","3v5","-2","4.90",5,97
"Fancy United Esports","2v4","-2","3.03",3,96
"Fancy United Esports","1v3","-2","4.39",4,87
"Fancy United Esports","2v5","-3","0.00",0,58
"Fancy United Esports","1v4","-3","0.00",0,75
"Fancy United Esports","1v5","-4","0.00",0,36
"FAV gaming","5v1","+4","100.00",47,0
"FAV gaming","5v2","+3","100.00",66,0
"FAV gaming","4v1","+3","100.00",80,0
"FAV gaming","5v3","+2","88.00",110,15
"FAV gaming","4v2","+2","93.96",109,7
"FAV gaming","3v1","+2","95.00",76,4
"FAV gaming","5v4","+1","69.60",158,69
"FAV gaming","4v3","+1","70.39",126,53
"FAV gaming","3v2","+1","77.58",90,26
"FAV gaming","2v1","+1","86.36",76,12
"FAV gaming","4v4","0","52.15",121,111
"FAV gaming","3v3","0","49.34",75,77
"FAV gaming","2v2","0","57.62",68,50
"FAV gaming","1v1","0","52.85",37,33
"FAV gaming","4v5","-1","33.33",84,168
"FAV gaming","3v4","-1","29.34",49,118
"FAV gaming","2v3","-1","24.61",32,98
"FAV gaming","1v2","-1","16.84",16,79
"FAV gaming","3v5","-2","9.52",12,114
"FAV gaming","2v4","-2","7.20",9,116
"FAV gaming","1v3","-2","1.96",2,100
"FAV gaming","2v5","-3","0.00",0,68
"FAV gaming","1v4","-3","0.00",0,82
"FAV gaming","1v5","-4","0.00",0,34
"FaZe Clan","5v1","+4","98.83",85,1
"FaZe Clan","5v2","+3","97.85",137,3
"FaZe Clan","4v1","+3","98.70",153,2
"FaZe Clan","5v3","+2","89.80",229,26
"FaZe Clan","4v2","+2","92.69",203,16
"FaZe Clan","3v1","+2","96.40",161,6
"FaZe Clan","5v4","+1","70.32",320,135
"FaZe Clan","4v3","+1","73.33",220,80
"FaZe Clan","3v2","+1","77.52",169,49
"FaZe Clan","2v1","+1","77.63",118,34
"FaZe Clan","4v4","0","44.38",174,218
"FaZe Clan","3v3","0","44.40",115,144
"FaZe Clan","2v2","0","42.99",89,118
"FaZe Clan","1v1","0","47.24",60,67
"FaZe Clan","4v5","-1","25.66",106,307
"FaZe Clan","3v4","-1","20.26",62,244
"FaZe Clan","2v3","-1","15.59",34,184
"FaZe Clan","1v2","-1","11.03",17,137
"FaZe Clan","3v5","-2","9.13",20,199
"FaZe Clan","2v4","-2","5.96",13,205
"FaZe Clan","1v3","-2","2.42",4,161
"FaZe Clan","2v5","-3","1.83",2,107
"FaZe Clan","1v4","-3","1.36",2,145
"FaZe Clan","1v5","-4","0.00",0,62
"FENNEL","5v1","+4","100.00",12,0
"FENNEL","5v2","+3","93.75",15,1
"FENNEL","4v1","+3","95.23",20,1
"FENNEL","5v3","+2","85.29",29,5
"FENNEL","4v2","+2","87.50",28,4
"FENNEL","3v1","+2","96.55",28,1
"FENNEL","5v4","+1","71.01",49,20
"FENNEL","4v3","+1","75.86",44,14
"FENNEL","3v2","+1","79.06",34,9
"FENNEL","2v1","+1","96.96",32,1
"FENNEL","4v4","0","50.00",38,38
"FENNEL","3v3","0","56.89",33,25
"FENNEL","2v2","0","53.48",23,20
"FENNEL","1v1","0","44.00",11,14
"FENNEL","4v5","-1","36.48",27,47
"FENNEL","3v4","-1","28.57",14,35
"FENNEL","2v3","-1","31.81",14,30
"FENNEL","1v2","-1","13.88",5,31
"FENNEL","3v5","-2","26.47",9,25
"FENNEL","2v4","-2","9.09",3,30
"FENNEL","1v3","-2","6.89",2,27
"FENNEL","2v5","-3","10.00",2,18
"FENNEL","1v4","-3","0.00",0,19
"FENNEL","1v5","-4","0.00",0,8
"FNATIC","5v1","+4","100.00",121,0
"FNATIC","5v2","+3","96.34",211,8
"FNATIC","4v1","+3","98.88",267,3
"FNATIC","5v3","+2","86.51",372,58
"FNATIC","4v2","+2","89.24",332,40
"FNATIC","3v1","+2","95.75",316,14
"FNATIC","5v4","+1","72.98",570,211
"FNATIC","4v3","+1","74.25",424,147
"FNATIC","3v2","+1","79.21",324,85
"FNATIC","2v1","+1","83.55",254,50
"FNATIC","4v4","0","53.61",400,346
"FNATIC","3v3","0","56.06",296,232
"FNATIC","2v2","0","51.75",192,179
"FNATIC","1v1","0","52.67",118,106
"FNATIC","4v5","-1","33.15",247,498
"FNATIC","3v4","-1","31.09",162,359
"FNATIC","2v3","-1","26.66",108,297
"FNATIC","1v2","-1","19.30",50,209
"FNATIC","3v5","-2","12.53",44,307
"FNATIC","2v4","-2","10.27",34,297
"FNATIC","1v3","-2","5.71",16,264
"FNATIC","2v5","-3","3.88",7,173
"FNATIC","1v4","-3","1.31",3,226
"FNATIC","1v5","-4","0.00",0,104
"Focus e-Sports","5v2","+3","66.66",2,1
"Focus e-Sports","4v1","+3","100.00",4,0
"Focus e-Sports","5v3","+2","75.00",6,2
"Focus e-Sports","4v2","+2","85.71",6,1
"Focus e-Sports","3v1","+2","100.00",5,0
"Focus e-Sports","5v4","+1","38.88",7,11
"Focus e-Sports","4v3","+1","75.00",6,2
"Focus e-Sports","3v2","+1","77.77",7,2
"Focus e-Sports","2v1","+1","77.77",7,2
"Focus e-Sports","4v4","0","20.00",3,12
"Focus e-Sports","3v3","0","37.50",6,10
"Focus e-Sports","2v2","0","33.33",3,6
"Focus e-Sports","1v1","0","71.42",5,2
"Focus e-Sports","4v5","-1","15.00",3,17
"Focus e-Sports","3v4","-1","12.50",2,14
"Focus e-Sports","2v3","-1","9.09",1,10
"Focus e-Sports","1v2","-1","16.66",1,5
"Focus e-Sports","3v5","-2","6.66",1,14
"Focus e-Sports","2v4","-2","0.00",0,8
"Focus e-Sports","1v3","-2","0.00",0,9
"Focus e-Sports","2v5","-3","0.00",0,9
"Focus e-Sports","1v4","-3","0.00",0,7
"Focus e-Sports","1v5","-4","0.00",0,7
"FOKUS","5v1","+4","100.00",18,0
"FOKUS","5v2","+3","95.00",38,2
"FOKUS","4v1","+3","100.00",30,0
"FOKUS","5v3","+2","94.82",55,3
"FOKUS","4v2","+2","91.37",53,5
"FOKUS","3v1","+2","100.00",41,0
"FOKUS","5v4","+1","68.06",81,38
"FOKUS","4v3","+1","73.33",55,20
"FOKUS","3v2","+1","73.68",56,20
"FOKUS","2v1","+1","90.74",49,5
"FOKUS","4v4","0","42.06",53,73
"FOKUS","3v3","0","43.82",39,50
"FOKUS","2v2","0","47.36",36,40
"FOKUS","1v1","0","45.71",16,19
"FOKUS","4v5","-1","22.97",34,114
"FOKUS","3v4","-1","19.81",21,85
"FOKUS","2v3","-1","15.27",11,61
"FOKUS","1v2","-1","10.52",6,51
"FOKUS","3v5","-2","9.63",8,75
"FOKUS","2v4","-2","4.22",3,68
"FOKUS","1v3","-2","1.85",1,53
"FOKUS","2v5","-3","2.22",1,44
"FOKUS","1v4","-3","2.08",1,47
"FOKUS","1v5","-4","0.00",0,26
"FULL SENSE","5v1","+4","100.00",19,0
"FULL SENSE","5v2","+3","96.96",32,1
"FULL SENSE","4v1","+3","96.22",51,2
"FULL SENSE","5v3","+2","80.64",50,12
"FULL SENSE","4v2","+2","88.31",68,9
"FULL SENSE","3v1","+2","91.66",55,5
"FULL SENSE","5v4","+1","64.08",91,51
"FULL SENSE","4v3","+1","70.90",78,32
"FULL SENSE","3v2","+1","71.83",51,20
"FULL SENSE","2v1","+1","76.78",43,13
"FULL SENSE","4v4","0","55.30",73,59
"FULL SENSE","3v3","0","46.05",35,41
"FULL SENSE","2v2","0","40.67",24,35
"FULL SENSE","1v1","0","35.00",14,26
"FULL SENSE","4v5","-1","37.50",36,60
"FULL SENSE","3v4","-1","22.53",16,55
"FULL SENSE","2v3","-1","18.03",11,50
"FULL SENSE","1v2","-1","6.52",3,43
"FULL SENSE","3v5","-2","9.09",4,40
"FULL SENSE","2v4","-2","6.52",3,43
"FULL SENSE","1v3","-2","0.00",0,42
"FULL SENSE","2v5","-3","0.00",0,23
"FULL SENSE","1v4","-3","0.00",0,25
"FULL SENSE","1v5","-4","0.00",0,15
"FunPlus Phoenix","5v1","+4","100.00",150,0
"FunPlus Phoenix","5v2","+3","97.59",284,7
"FunPlus Phoenix","4v1","+3","99.48",390,2
"FunPlus Phoenix","5v3","+2","90.50",467,49
"FunPlus Phoenix","4v2","+2","91.45",503,47
"FunPlus Phoenix","3v1","+2","95.53",428,20
"FunPlus Phoenix","5v4","+1","73.44",769,278
"FunPlus Phoenix","4v3","+1","74.67",575,195
"FunPlus Phoenix","3v2","+1","77.25",445,131
"FunPlus Phoenix","2v1","+1","86.09",353,57
"FunPlus Phoenix","4v4","0","52.97",543,482
"FunPlus Phoenix","3v3","0","51.70",364,340
"FunPlus Phoenix","2v2","0","52.99",274,243
"FunPlus Phoenix","1v1","0","54.02",161,137
"FunPlus Phoenix","4v5","-1","31.43",315,687
"FunPlus Phoenix","3v4","-1","29.26",206,498
"FunPlus Phoenix","2v3","-1","26.45",141,392
"FunPlus Phoenix","1v2","-1","17.17",67,323
"FunPlus Phoenix","3v5","-2","14.60",72,421
"FunPlus Phoenix","2v4","-2","10.37",47,406
"FunPlus Phoenix","1v3","-2","3.55",14,380
"FunPlus Phoenix","2v5","-3","1.20",3,246
"FunPlus Phoenix","1v4","-3","0.31",1,316
"FunPlus Phoenix","1v5","-4","0.00",0,142
"FURIA","5v1","+4","100.00",75,0
"FURIA","5v2","+3","97.10",134,4
"FURIA","4v1","+3","98.94",187,2
"FURIA","5v3","+2","85.90",256,42
"FURIA","4v2","+2","92.25",250,21
"FURIA","3v1","+2","96.05",219,9
"FURIA","5v4","+1","70.01",397,170
"FURIA","4v3","+1","72.11",313,121
"FURIA","3v2","+1","78.15",229,64
"FURIA","2v1","+1","80.67",167,40
"FURIA","4v4","0","51.63",268,251
"FURIA","3v3","0","50.38",194,191
"FURIA","2v2","0","49.01",124,129
"FURIA","1v1","0","51.89",96,89
"FURIA","4v5","-1","29.60",159,378
"FURIA","3v4","-1","27.29",98,261
"FURIA","2v3","-1","23.17",70,232
"FURIA","1v2","-1","18.62",38,166
"FURIA","3v5","-2","9.75",28,259
"FURIA","2v4","-2","8.54",20,214
"FURIA","1v3","-2","5.47",12,207
"FURIA","2v5","-3","2.48",4,157
"FURIA","1v4","-3","0.00",0,158
"FURIA","1v5","-4","0.00",0,99
"FUSION","5v1","+4","100.00",13,0
"FUSION","5v2","+3","96.87",31,1
"FUSION","4v1","+3","100.00",45,0
"FUSION","5v3","+2","89.04",65,8
"FUSION","4v2","+2","91.66",66,6
"FUSION","3v1","+2","93.93",62,4
"FUSION","5v4","+1","67.12",98,48
"FUSION","4v3","+1","75.75",75,24
"FUSION","3v2","+1","73.33",66,24
"FUSION","2v1","+1","88.33",53,7
"FUSION","4v4","0","41.07",69,99
"FUSION","3v3","0","50.96",53,51
"FUSION","2v2","0","52.43",43,39
"FUSION","1v1","0","55.55",30,24
"FUSION","4v5","-1","20.88",47,178
"FUSION","3v4","-1","21.68",36,130
"FUSION","2v3","-1","22.61",19,65
"FUSION","1v2","-1","15.62",10,54
"FUSION","3v5","-2","9.16",12,119
"FUSION","2v4","-2","6.92",9,121
"FUSION","1v3","-2","3.44",3,84
"FUSION","2v5","-3","2.73",2,71
"FUSION","1v4","-3","1.88",2,104
"FUSION","1v5","-4","0.00",0,45
"FW Esports","5v1","+4","100.00",7,0
"FW Esports","5v2","+3","100.00",13,0
"FW Esports","4v1","+3","100.00",14,0
"FW Esports","5v3","+2","81.48",22,5
"FW Esports","4v2","+2","100.00",15,0
"FW Esports","3v1","+2","90.00",18,2
"FW Esports","5v4","+1","60.71",34,22
"FW Esports","4v3","+1","60.00",18,12
"FW Esports","3v2","+1","73.07",19,7
"FW Esports","2v1","+1","69.56",16,7
"FW Esports","4v4","0","36.00",18,32
"FW Esports","3v3","0","46.15",18,21
"FW Esports","2v2","0","33.33",9,18
"FW Esports","1v1","0","29.41",5,12
"FW Esports","4v5","-1","20.00",10,40
"FW Esports","3v4","-1","24.48",12,37
"FW Esports","2v3","-1","14.70",5,29
"FW Esports","1v2","-1","12.00",3,22
"FW Esports","3v5","-2","13.33",4,26
"FW Esports","2v4","-2","6.06",2,31
"FW Esports","1v3","-2","3.84",1,25
"FW Esports","2v5","-3","0.00",0,14
"FW Esports","1v4","-3","0.00",0,22
"FW Esports","1v5","-4","0.00",0,10
"G2 Esports (Inactive)","5v1","+4","100.00",113,0
"G2 Esports (Inactive)","5v2","+3","98.33",177,3
"G2 Esports (Inactive)","4v1","+3","99.54",219,1
"G2 Esports (Inactive)","5v3","+2","90.43",312,33
"G2 Esports (Inactive)","4v2","+2","90.15",284,31
"G2 Esports (Inactive)","3v1","+2","97.65",250,6
"G2 Esports (Inactive)","5v4","+1","73.61",466,167
"G2 Esports (Inactive)","4v3","+1","73.93",363,128
"G2 Esports (Inactive)","3v2","+1","77.47",258,75
"G2 Esports (Inactive)","2v1","+1","80.95",187,44
"G2 Esports (Inactive)","4v4","0","51.25",306,291
"G2 Esports (Inactive)","3v3","0","49.63",204,207
"G2 Esports (Inactive)","2v2","0","47.45",140,155
"G2 Esports (Inactive)","1v1","0","49.23",97,100
"G2 Esports (Inactive)","4v5","-1","28.43",178,448
"G2 Esports (Inactive)","3v4","-1","22.71",92,313
"G2 Esports (Inactive)","2v3","-1","22.64",77,263
"G2 Esports (Inactive)","1v2","-1","17.15",41,198
"G2 Esports (Inactive)","3v5","-2","9.23",30,295
"G2 Esports (Inactive)","2v4","-2","8.97",27,274
"G2 Esports (Inactive)","1v3","-2","6.31",17,252
"G2 Esports (Inactive)","2v5","-3","5.26",9,162
"G2 Esports (Inactive)","1v4","-3","0.49",1,200
"G2 Esports (Inactive)","1v5","-4","0.00",0,82
"Gaimin Gladiators","5v1","+4","100.00",7,0
"Gaimin Gladiators","5v2","+3","100.00",11,0
"Gaimin Gladiators","4v1","+3","100.00",19,0
"Gaimin Gladiators","5v3","+2","90.00",27,3
"Gaimin Gladiators","4v2","+2","93.33",28,2
"Gaimin Gladiators","3v1","+2","95.23",20,1
"Gaimin Gladiators","5v4","+1","73.58",39,14
"Gaimin Gladiators","4v3","+1","76.74",33,10
"Gaimin Gladiators","3v2","+1","73.91",17,6
"Gaimin Gladiators","2v1","+1","85.00",17,3
"Gaimin Gladiators","4v4","0","42.30",22,30
"Gaimin Gladiators","3v3","0","40.74",11,16
"Gaimin Gladiators","2v2","0","47.61",10,11
"Gaimin Gladiators","1v1","0","47.05",8,9
"Gaimin Gladiators","4v5","-1","19.40",13,54
"Gaimin Gladiators","3v4","-1","16.27",7,36
"Gaimin Gladiators","2v3","-1","21.21",7,26
"Gaimin Gladiators","1v2","-1","16.66",3,15
"Gaimin Gladiators","3v5","-2","7.89",3,35
"Gaimin Gladiators","2v4","-2","7.89",3,35
"Gaimin Gladiators","1v3","-2","3.03",1,32
"Gaimin Gladiators","2v5","-3","0.00",0,22
"Gaimin Gladiators","1v4","-3","0.00",0,29
"Gaimin Gladiators","1v5","-4","0.00",0,15
"Gambit Esports","5v1","+4","100.00",10,0
"Gambit Esports","5v2","+3","94.11",16,1
"Gambit Esports","4v1","+3","100.00",19,0
"Gambit Esports","5v3","+2","90.24",37,4
"Gambit Esports","4v2","+2","93.54",29,2
"Gambit Esports","3v1","+2","100.00",23,0
"Gambit Esports","5v4","+1","81.94",59,13
"Gambit Esports","4v3","+1","85.10",40,7
"Gambit Esports","3v2","+1","83.33",30,6
"Gambit Esports","2v1","+1","78.94",15,4
"Gambit Esports","4v4","0","50.94",27,26
"Gambit Esports","3v3","0","54.76",23,19
"Gambit Esports","2v2","0","53.84",14,12
"Gambit Esports","1v1","0","44.44",8,10
"Gambit Esports","4v5","-1","20.75",11,42
"Gambit Esports","3v4","-1","23.80",10,32
"Gambit Esports","2v3","-1","22.22",6,21
"Gambit Esports","1v2","-1","19.04",4,17
"Gambit Esports","3v5","-2","14.28",4,24
"Gambit Esports","2v4","-2","12.90",4,27
"Gambit Esports","1v3","-2","10.34",3,26
"Gambit Esports","2v5","-3","6.25",1,15
"Gambit Esports","1v4","-3","3.70",1,26
"Gambit Esports","1v5","-4","0.00",0,6
"Gamelanders Blue","5v1","+4","100.00",31,0
"Gamelanders Blue","5v2","+3","98.41",62,1
"Gamelanders Blue","4v1","+3","100.00",69,0
"Gamelanders Blue","5v3","+2","86.66",104,16
"Gamelanders Blue","4v2","+2","94.02",126,8
"Gamelanders Blue","3v1","+2","100.00",91,0
"Gamelanders Blue","5v4","+1","68.62",175,80
"Gamelanders Blue","4v3","+1","69.51",130,57
"Gamelanders Blue","3v2","+1","84.55",115,21
"Gamelanders Blue","2v1","+1","90.32",84,9
"Gamelanders Blue","4v4","0","48.44",125,133
"Gamelanders Blue","3v3","0","43.25",77,101
"Gamelanders Blue","2v2","0","47.22",68,76
"Gamelanders Blue","1v1","0","49.35",38,39
"Gamelanders Blue","4v5","-1","26.20",76,214
"Gamelanders Blue","3v4","-1","24.10",47,148
"Gamelanders Blue","2v3","-1","18.34",31,138
"Gamelanders Blue","1v2","-1","14.78",17,98
"Gamelanders Blue","3v5","-2","10.12",16,142
"Gamelanders Blue","2v4","-2","5.22",7,127
"Gamelanders Blue","1v3","-2","3.92",4,98
"Gamelanders Blue","2v5","-3","2.32",2,84
"Gamelanders Blue","1v4","-3","0.00",0,82
"Gamelanders Blue","1v5","-4","0.00",0,46
"Ghost Gaming","5v1","+4","96.15",25,1
"Ghost Gaming","5v2","+3","93.47",43,3
"Ghost Gaming","4v1","+3","98.36",60,1
"Ghost Gaming","5v3","+2","94.04",79,5
"Ghost Gaming","4v2","+2","93.33",84,6
"Ghost Gaming","3v1","+2","98.57",69,1
"Ghost Gaming","5v4","+1","75.95",139,44
"Ghost Gaming","4v3","+1","82.40",103,22
"Ghost Gaming","3v2","+1","80.45",70,17
"Ghost Gaming","2v1","+1","80.82",59,14
"Ghost Gaming","4v4","0","53.17",92,81
"Ghost Gaming","3v3","0","54.36",56,47
"Ghost Gaming","2v2","0","50.64",39,38
"Ghost Gaming","1v1","0","52.08",25,23
"Ghost Gaming","4v5","-1","24.66",37,113
"Ghost Gaming","3v4","-1","24.77",27,82
"Ghost Gaming","2v3","-1","22.47",20,69
"Ghost Gaming","1v2","-1","12.76",6,41
"Ghost Gaming","3v5","-2","4.16",3,69
"Ghost Gaming","2v4","-2","7.69",6,72
"Ghost Gaming","1v3","-2","6.55",4,57
"Ghost Gaming","2v5","-3","0.00",0,41
"Ghost Gaming","1v4","-3","4.00",2,48
"Ghost Gaming","1v5","-4","0.00",0,21
"Global Esports","5v1","+4","100.00",7,0
"Global Esports","5v2","+3","78.57",11,3
"Global Esports","4v1","+3","100.00",13,0
"Global Esports","5v3","+2","81.48",22,5
"Global Esports","4v2","+2","82.60",19,4
"Global Esports","3v1","+2","89.47",17,2
"Global Esports","5v4","+1","58.49",31,22
"Global Esports","4v3","+1","66.66",28,14
"Global Esports","3v2","+1","72.41",21,8
"Global Esports","2v1","+1","77.27",17,5
"Global Esports","4v4","0","37.73",20,33
"Global Esports","3v3","0","36.36",16,28
"Global Esports","2v2","0","50.00",13,13
"Global Esports","1v1","0","35.71",5,9
"Global Esports","4v5","-1","24.56",14,43
"Global Esports","3v4","-1","12.19",5,36
"Global Esports","2v3","-1","10.00",4,36
"Global Esports","1v2","-1","4.54",1,21
"Global Esports","3v5","-2","9.67",3,28
"Global Esports","2v4","-2","7.40",2,25
"Global Esports","1v3","-2","0.00",0,32
"Global Esports","2v5","-3","0.00",0,13
"Global Esports","1v4","-3","0.00",0,15
"Global Esports","1v5","-4","0.00",0,7
"GoNGo Prince","5v1","+4","100.00",6,0
"GoNGo Prince","5v2","+3","100.00",12,0
"GoNGo Prince","4v1","+3","100.00",17,0
"GoNGo Prince","5v3","+2","93.33",28,2
"GoNGo Prince","4v2","+2","93.10",27,2
"GoNGo Prince","3v1","+2","90.00",27,3
"GoNGo Prince","5v4","+1","71.83",51,20
"GoNGo Prince","4v3","+1","69.09",38,17
"GoNGo Prince","3v2","+1","71.11",32,13
"GoNGo Prince","2v1","+1","82.85",29,6
"GoNGo Prince","4v4","0","41.17",35,50
"GoNGo Prince","3v3","0","46.55",27,31
"GoNGo Prince","2v2","0","54.34",25,21
"GoNGo Prince","1v1","0","50.00",13,13
"GoNGo Prince","4v5","-1","20.45",18,70
"GoNGo Prince","3v4","-1","22.72",15,51
"GoNGo Prince","2v3","-1","27.45",14,37
"GoNGo Prince","1v2","-1","16.21",6,31
"GoNGo Prince","3v5","-2","11.62",5,38
"GoNGo Prince","2v4","-2","14.00",7,43
"GoNGo Prince","1v3","-2","5.00",2,38
"GoNGo Prince","2v5","-3","7.69",2,24
"GoNGo Prince","1v4","-3","0.00",0,29
"GoNGo Prince","1v5","-4","0.00",0,15
"Griffin E-Sports","5v1","+4","100.00",30,0
"Griffin E-Sports","5v2","+3","97.87",46,1
"Griffin E-Sports","4v1","+3","98.03",50,1
"Griffin E-Sports","5v3","+2","86.58",71,11
"Griffin E-Sports","4v2","+2","91.66",66,6
"Griffin E-Sports","3v1","+2","94.44",51,3
"Griffin E-Sports","5v4","+1","66.86",111,55
"Griffin E-Sports","4v3","+1","65.78",75,39
"Griffin E-Sports","3v2","+1","72.83",59,22
"Griffin E-Sports","2v1","+1","81.48",44,10
"Griffin E-Sports","4v4","0","44.23",69,87
"Griffin E-Sports","3v3","0","43.92",47,60
"Griffin E-Sports","2v2","0","47.56",39,43
"Griffin E-Sports","1v1","0","57.14",32,24
"Griffin E-Sports","4v5","-1","24.20",38,119
"Griffin E-Sports","3v4","-1","25.22",28,83
"Griffin E-Sports","2v3","-1","23.07",21,70
"Griffin E-Sports","1v2","-1","15.62",10,54
"Griffin E-Sports","3v5","-2","10.71",9,75
"Griffin E-Sports","2v4","-2","7.89",6,70
"Griffin E-Sports","1v3","-2","1.47",1,67
"Griffin E-Sports","2v5","-3","0.00",0,47
"Griffin E-Sports","1v4","-3","0.00",0,56
"Griffin E-Sports","1v5","-4","0.00",0,30
"Guild Esports","5v1","+4","99.03",103,1
"Guild Esports","5v2","+3","99.41",171,1
"Guild Esports","4v1","+3","100.00",183,0
"Guild Esports","5v3","+2","89.02",284,35
"Guild Esports","4v2","+2","90.65",262,27
"Guild Esports","3v1","+2","95.47",232,11
"Guild Esports","5v4","+1","72.12",445,172
"Guild Esports","4v3","+1","71.59",315,125
"Guild Esports","3v2","+1","77.91",261,74
"Guild Esports","2v1","+1","80.78",185,44
"Guild Esports","4v4","0","50.17",289,287
"Guild Esports","3v3","0","50.98",207,199
"Guild Esports","2v2","0","47.90",137,149
"Guild Esports","1v1","0","47.02",87,98
"Guild Esports","4v5","-1","28.88",173,426
"Guild Esports","3v4","-1","25.58",109,317
"Guild Esports","2v3","-1","20.77",64,244
"Guild Esports","1v2","-1","16.66",35,175
"Guild Esports","3v5","-2","10.96",34,276
"Guild Esports","2v4","-2","6.92",20,269
"Guild Esports","1v3","-2","6.22",15,226
"Guild Esports","2v5","-3","3.26",5,148
"Guild Esports","1v4","-3","1.53",3,193
"Guild Esports","1v5","-4","1.23",1,80
"GyoGun","5v1","+4","100.00",1,0
"GyoGun","5v2","+3","100.00",2,0
"GyoGun","4v1","+3","100.00",3,0
"GyoGun","5v3","+2","83.33",5,1
"GyoGun","4v2","+2","75.00",3,1
"GyoGun","3v1","+2","100.00",3,0
"GyoGun","5v4","+1","54.54",6,5
"GyoGun","4v3","+1","62.50",5,3
"GyoGun","3v2","+1","50.00",4,4
