"Team","Situation","Delta","Win %","Wins","Losses"
"SuperMassive","5v3","+2","81.35",48,11
"SuperMassive","4v2","+2","85.10",40,7
"SuperMassive","3v1","+2","90.00",45,5
"SuperMassive","5v4","+1","62.93",73,43
"SuperMassive","4v3","+1","62.19",51,31
"SuperMassive","3v2","+1","75.40",46,15
"SuperMassive","2v1","+1","69.44",25,11
"SuperMassive","4v4","0","42.85",48,64
"SuperMassive","3v3","0","42.39",39,53
"SuperMassive","2v2","0","35.18",19,35
"SuperMassive","1v1","0","32.35",11,23
"SuperMassive","4v5","-1","21.27",30,111
"SuperMassive","3v4","-1","25.00",24,72
"SuperMassive","2v3","-1","13.04",9,60
"SuperMassive","1v2","-1","14.28",7,42
"SuperMassive","3v5","-2","8.53",7,75
"SuperMassive","2v4","-2","4.76",3,60
"SuperMassive","1v3","-2","6.00",3,47
"SuperMassive","2v5","-3","0.00",0,44
"SuperMassive","1v4","-3","0.00",0,51
"SuperMassive","1v5","-4","0.00",0,26
"SYSTEM e-Sports","5v2","+3","100.00",1,0
"SYSTEM e-Sports","4v1","+3","100.00",1,0
"SYSTEM e-Sports","5v3","+2","100.00",2,0
"SYSTEM e-Sports","4v2","+2","100.00",1,0
"SYSTEM e-Sports","3v1","+2","100.00",1,0
"SYSTEM e-Sports","5v4","+1","28.57",2,5
"SYSTEM e-Sports","4v3","+1","50.00",2,2
"SYSTEM e-Sports","3v2","+1","50.00",1,1
"SYSTEM e-Sports","4v4","0","8.33",1,11
"SYSTEM e-Sports","3v3","0","22.22",2,7
"SYSTEM e-Sports","2v2","0","25.00",1,3
"SYSTEM e-Sports","4v5","-1","4.54",1,21
"SYSTEM e-Sports","3v4","-1","0.00",0,11
"SYSTEM e-Sports","2v3","-1","11.11",1,8
"SYSTEM e-Sports","1v2","-1","14.28",1,6
"SYSTEM e-Sports","3v5","-2","0.00",0,15
"SYSTEM e-Sports","2v4","-2","0.00",0,8
"SYSTEM e-Sports","1v3","-2","0.00",0,10
"SYSTEM e-Sports","2v5","-3","0.00",0,13
"SYSTEM e-Sports","1v4","-3","0.00",0,11
"SYSTEM e-Sports","1v5","-4","0.00",0,11
"Tartarus","5v1","+4","100.00",24,0
"Tartarus","5v2","+3","97.29",36,1
"Tartarus","4v1","+3","100.00",42,0
"Tartarus","5v3","+2","79.48",62,16
"Tartarus","4v2","+2","90.56",48,5
"Tartarus","3v1","+2","98.07",51,1
"Tartarus","5v4","+1","60.27",88,58
"Tartarus","4v3","+1","63.72",65,37
"Tartarus","3v2","+1","77.41",48,14
"Tartarus","2v1","+1","83.33",45,9
"Tartarus","4v4","0","37.85",53,87
"Tartarus","3v3","0","40.56",43,63
"Tartarus","2v2","0","43.24",32,42
"Tartarus","1v1","0","57.77",26,19
"Tartarus","4v5","-1","20.35",34,133
"Tartarus","3v4","-1","17.69",20,93
"Tartarus","2v3","-1","17.70",17,79
"Tartarus","1v2","-1","15.94",11,58
"Tartarus","3v5","-2","6.59",6,85
"Tartarus","2v4","-2","5.37",5,88
"Tartarus","1v3","-2","5.79",4,65
"Tartarus","2v5","-3","1.78",1,55
"Tartarus","1v4","-3","0.00",0,72
"Tartarus","1v5","-4","0.00",0,30
"TBK Esports","5v1","+4","100.00",67,0
"TBK Esports","5v2","+3","96.77",120,4
"TBK Esports","4v1","+3","100.00",118,0
"TBK Esports","5v3","+2","89.51",205,24
"TBK Esports","4v2","+2","93.96",187,12
"TBK Esports","3v1","+2","94.76",163,9
"TBK Esports","5v4","+1","72.98",308,114
"TBK Esports","4v3","+1","72.50",203,77
"TBK Esports","3v2","+1","81.62",191,43
"TBK Esports","2v1","+1","80.00",124,31
"TBK Esports","4v4","0","48.32",188,201
"TBK Esports","3v3","0","49.46",138,141
"TBK Esports","2v2","0","49.28",103,106
"TBK Esports","1v1","0","52.55",72,65
"TBK Esports","4v5","-1","26.71",113,310
"TBK Esports","3v4","-1","30.99",97,216
"TBK Esports","2v3","-1","20.96",48,181
"TBK Esports","1v2","-1","22.15",37,130
"TBK Esports","3v5","-2","12.00",27,198
"TBK Esports","2v4","-2","9.34",20,194
"TBK Esports","1v3","-2","4.79",8,159
"TBK Esports","2v5","-3","0.81",1,122
"TBK Esports","1v4","-3","0.65",1,152
"TBK Esports","1v5","-4","0.00",0,66
"Team GP","5v1","+4","100.00",2,0
"Team GP","5v2","+3","100.00",7,0
"Team GP","4v1","+3","92.85",13,1
"Team GP","5v3","+2","90.90",20,2
"Team GP","4v2","+2","92.59",25,2
"Team GP","3v1","+2","95.83",23,1
"Team GP","5v4","+1","76.74",33,10
"Team GP","4v3","+1","80.48",33,8
"Team GP","3v2","+1","85.71",24,4
"Team GP","2v1","+1","91.30",21,2
"Team GP","4v4","0","53.06",26,23
"Team GP","3v3","0","52.94",18,16
"Team GP","2v2","0","48.00",12,13
"Team GP","1v1","0","58.82",10,7
"Team GP","4v5","-1","19.73",15,61
"Team GP","3v4","-1","20.00",8,32
"Team GP","2v3","-1","25.92",7,20
"Team GP","1v2","-1","12.50",2,14
"Team GP","3v5","-2","4.16",2,46
"Team GP","2v4","-2","5.00",2,38
"Team GP","1v3","-2","9.09",2,20
"Team GP","2v5","-3","0.00",0,30
"Team GP","1v4","-3","2.77",1,35
"Team GP","1v5","-4","0.00",0,14
"Team Liquid","5v1","+4","99.34",152,1
"Team Liquid","5v2","+3","97.70",255,6
"Team Liquid","4v1","+3","98.95",285,3
"Team Liquid","5v3","+2","88.22",412,55
"Team Liquid","4v2","+2","92.30",372,31
"Team Liquid","3v1","+2","94.15",322,20
"Team Liquid","5v4","+1","71.83",625,245
"Team Liquid","4v3","+1","73.86",424,150
"Team Liquid","3v2","+1","77.22",339,100
"Team Liquid","2v1","+1","81.62",271,61
"Team Liquid","4v4","0","48.91",384,401
"Team Liquid","3v3","0","49.38",280,287
"Team Liquid","2v2","0","51.81",200,186
"Team Liquid","1v1","0","52.65",129,116
"Team Liquid","4v5","-1","28.78",234,579
"Team Liquid","3v4","-1","26.85",163,444
"Team Liquid","2v3","-1","23.26",107,353
"Team Liquid","1v2","-1","18.85",56,241
"Team Liquid","3v5","-2","13.38",57,369
"Team Liquid","2v4","-2","8.54",34,364
"Team Liquid","1v3","-2","5.15",18,331
"Team Liquid","2v5","-3","1.41",3,209
"Team Liquid","1v4","-3","0.76",2,261
"Team Liquid","1v5","-4","0.00",0,108
"Team Secret","5v1","+4","100.00",46,0
"Team Secret","5v2","+3","98.55",68,1
"Team Secret","4v1","+3","99.00",100,1
"Team Secret","5v3","+2","92.08",128,11
"Team Secret","4v2","+2","92.75",128,10
"Team Secret","3v1","+2","97.24",106,3
"Team Secret","5v4","+1","72.40",202,77
"Team Secret","4v3","+1","75.82",160,51
"Team Secret","3v2","+1","75.91",104,33
"Team Secret","2v1","+1","85.29",87,15
"Team Secret","4v4","0","52.02",141,130
"Team Secret","3v3","0","47.47",94,104
"Team Secret","2v2","0","49.30",71,73
"Team Secret","1v1","0","60.46",52,34
"Team Secret","4v5","-1","28.93",79,194
"Team Secret","3v4","-1","25.52",49,143
"Team Secret","2v3","-1","24.51",38,117
"Team Secret","1v2","-1","17.69",20,93
"Team Secret","3v5","-2","8.33",12,132
"Team Secret","2v4","-2","7.07",8,105
"Team Secret","1v3","-2","3.88",4,99
"Team Secret","2v5","-3","0.00",0,75
"Team Secret","1v4","-3","0.00",0,78
"Team Secret","1v5","-4","0.00",0,46
"Team T5","5v1","+4","100.00",27,0
"Team T5","5v2","+3","100.00",58,0
"Team T5","4v1","+3","100.00",67,0
"Team T5","5v3","+2","91.39",85,8
"Team T5","4v2","+2","93.57",102,7
"Team T5","3v1","+2","93.18",82,6
"Team T5","5v4","+1","69.75",143,62
"Team T5","4v3","+1","70.42",100,42
"Team T5","3v2","+1","79.27",88,23
"Team T5","2v1","+1","81.91",77,17
"Team T5","4v4","0","49.51",102,104
"Team T5","3v3","0","43.84",57,73
"Team T5","2v2","0","51.42",54,51
"Team T5","1v1","0","53.96",34,29
"Team T5","4v5","-1","23.88",59,188
"Team T5","3v4","-1","25.16",39,116
"Team T5","2v3","-1","18.33",22,98
"Team T5","1v2","-1","13.92",11,68
"Team T5","3v5","-2","9.33",14,136
"Team T5","2v4","-2","9.01",11,111
"Team T5","1v3","-2","4.16",4,92
"Team T5","2v5","-3","2.19",2,89
"Team T5","1v4","-3","2.19",2,89
"Team T5","1v5","-4","0.00",0,54
"Team Vikings","5v1","+4","100.00",2,0
"Team Vikings","5v2","+3","92.30",12,1
"Team Vikings","4v1","+3","94.44",17,1
"Team Vikings","5v3","+2","88.88",24,3
"Team Vikings","4v2","+2","85.71",24,4
"Team Vikings","3v1","+2","90.00",18,2
"Team Vikings","5v4","+1","53.22",33,29
"Team Vikings","4v3","+1","64.28",27,15
"Team Vikings","3v2","+1","66.66",22,11
"Team Vikings","2v1","+1","81.25",26,6
"Team Vikings","4v4","0","29.87",23,54
"Team Vikings","3v3","0","48.07",25,27
"Team Vikings","2v2","0","48.83",21,22
"Team Vikings","1v1","0","46.15",12,14
"Team Vikings","4v5","-1","20.00",21,84
"Team Vikings","3v4","-1","19.23",15,63
"Team Vikings","2v3","-1","20.68",12,46
"Team Vikings","1v2","-1","9.09",3,30
"Team Vikings","3v5","-2","10.93",7,57
"Team Vikings","2v4","-2","1.63",1,60
"Team Vikings","1v3","-2","0.00",0,46
"Team Vikings","2v5","-3","0.00",0,37
"Team Vikings","1v4","-3","0.00",0,36
"Team Vikings","1v5","-4","0.00",0,24
"The Guard","5v1","+4","98.86",87,1
"The Guard","5v2","+3","98.18",162,3
"The Guard","4v1","+3","99.04",208,2
"The Guard","5v3","+2","90.00",279,31
"The Guard","4v2","+2","93.72",284,19
"The Guard","3v1","+2","95.96",238,10
"The Guard","5v4","+1","73.34",443,161
"The Guard","4v3","+1","73.89",317,112
"The Guard","3v2","+1","77.01",248,74
"The Guard","2v1","+1","79.72",173,44
"The Guard","4v4","0","50.75",302,293
"The Guard","3v3","0","47.11",188,211
"The Guard","2v2","0","45.32",131,158
"The Guard","1v1","0","43.02",74,98
"The Guard","4v5","-1","27.97",160,412
"The Guard","3v4","-1","27.57",115,302
"The Guard","2v3","-1","19.44",63,261
"The Guard","1v2","-1","16.59",39,196
"The Guard","3v5","-2","9.66",26,243
"The Guard","2v4","-2","7.54",20,245
"The Guard","1v3","-2","3.50",8,220
"The Guard","2v5","-3","0.00",0,147
"The Guard","1v4","-3","0.59",1,166
"The Guard","1v5","-4","0.00",0,85
"TRIDENT","5v2","+3","75.00",3,1
"TRIDENT","4v1","+3","100.00",2,0
"TRIDENT","5v3","+2","57.14",4,3
"TRIDENT","4v2","+2","83.33",5,1
"TRIDENT","3v1","+2","66.66",2,1
"TRIDENT","5v4","+1","47.05",8,9
"TRIDENT","4v3","+1","60.00",6,4
"TRIDENT","3v2","+1","50.00",4,4
"TRIDENT","2v1","+1","66.66",6,3
"TRIDENT","4v4","0","30.00",6,14
"TRIDENT","3v3","0","25.00",4,12
"TRIDENT","2v2","0","50.00",6,6
"TRIDENT","1v1","0","37.50",3,5
"TRIDENT","4v5","-1","10.52",2,17
"TRIDENT","3v4","-1","5.88",1,16
"TRIDENT","2v3","-1","17.64",3,14
"TRIDENT","1v2","-1","0.00",0,11
"TRIDENT","3v5","-2","10.00",1,9
"TRIDENT","2v4","-2","0.00",0,10
"TRIDENT","1v3","-2","0.00",0,14
"TRIDENT","2v5","-3","0.00",0,5
"TRIDENT","1v4","-3","0.00",0,7
"TRIDENT","1v5","-4","0.00",0,4
"TSM","5v1","+4","100.00",14,0
"TSM","5v2","+3","96.42",27,1
"TSM","4v1","+3","97.56",40,1
"TSM","5v3","+2","92.72",51,4
"TSM","4v2","+2","91.04",61,6
"TSM","3v1","+2","91.11",41,4
"TSM","5v4","+1","74.54",82,28
"TSM","4v3","+1","76.40",68,21
"TSM","3v2","+1","68.42",39,18
"TSM","2v1","+1","76.92",30,9
"TSM","4v4","0","47.32",53,59
"TSM","3v3","0","38.88",28,44
"TSM","2v2","0","51.85",28,26
"TSM","1v1","0","50.00",16,16
"TSM","4v5","-1","21.31",26,96
"TSM","3v4","-1","16.04",13,68
"TSM","2v3","-1","20.31",13,51
"TSM","1v2","-1","13.95",6,37
"TSM","3v5","-2","7.46",5,62
"TSM","2v4","-2","1.85",1,53
"TSM","1v3","-2","1.92",1,51
"TSM","2v5","-3","0.00",0,36
"TSM","1v4","-3","0.00",0,39
"TSM","1v5","-4","0.00",0,23
"Velocity Gaming","5v1","+4","100.00",10,0
"Velocity Gaming","5v2","+3","100.00",16,0
"Velocity Gaming","4v1","+3","100.00",20,0
"Velocity Gaming","5v3","+2","83.33",25,5
"Velocity Gaming","4v2","+2","80.00",24,6
"Velocity Gaming","3v1","+2","96.15",25,1
"Velocity Gaming","5v4","+1","62.12",41,25
"Velocity Gaming","4v3","+1","59.57",28,19
"Velocity Gaming","3v2","+1","65.62",21,11
"Velocity Gaming","2v1","+1","79.16",19,5
"Velocity Gaming","4v4","0","44.44",32,40
"Velocity Gaming","3v3","0","44.73",17,21
"Velocity Gaming","2v2","0","44.82",13,16
"Velocity Gaming","1v1","0","47.61",10,11
"Velocity Gaming","4v5","-1","28.35",19,48
"Velocity Gaming","3v4","-1","28.84",15,37
"Velocity Gaming","2v3","-1","24.32",9,28
"Velocity Gaming","1v2","-1","11.53",3,23
"Velocity Gaming","3v5","-2","12.50",4,28
"Velocity Gaming","2v4","-2","12.50",5,35
"Velocity Gaming","1v3","-2","5.71",2,33
"Velocity Gaming","2v5","-3","0.00",0,17
"Velocity Gaming","1v4","-3","0.00",0,28
"Velocity Gaming","1v5","-4","0.00",0,10
"Veronica7","5v1","+4","100.00",5,0
"Veronica7","5v2","+3","100.00",8,0
"Veronica7","4v1","+3","100.00",16,0
"Veronica7","5v3","+2","86.95",20,3
"Veronica7","4v2","+2","91.30",21,2
"Veronica7","3v1","+2","93.75",15,1
"Veronica7","5v4","+1","70.73",29,12
"Veronica7","4v3","+1","72.72",24,9
"Veronica7","3v2","+1","65.21",15,8
"Veronica7","2v1","+1","81.81",9,2
"Veronica7","4v4","0","40.00",16,24
"Veronica7","3v3","0","33.33",9,18
"Veronica7","2v2","0","34.78",8,15
"Veronica7","1v1","0","27.27",3,8
"Veronica7","4v5","-1","13.55",8,51
"Veronica7","3v4","-1","10.25",4,35
"Veronica7","2v3","-1","7.14",2,26
"Veronica7","1v2","-1","4.34",1,22
"Veronica7","3v5","-2","5.40",2,35
"Veronica7","2v4","-2","3.33",1,29
"Veronica7","1v3","-2","0.00",0,23
"Veronica7","2v5","-3","5.88",1,16
"Veronica7","1v4","-3","0.00",0,19
"Veronica7","1v5","-4","0.00",0,11
"Version1 (Inactive)","5v1","+4","100.00",39,0
"Version1 (Inactive)","5v2","+3","100.00",68,0
"Version1 (Inactive)","4v1","+3","100.00",82,0
"Version1 (Inactive)","5v3","+2","91.86",113,10
"Version1 (Inactive)","4v2","+2","93.22",110,8
"Version1 (Inactive)","3v1","+2","97.11",101,3
"Version1 (Inactive)","5v4","+1","77.96",184,52
"Version1 (Inactive)","4v3","+1","75.90",126,40
"Version1 (Inactive)","3v2","+1","79.31",92,24
"Version1 (Inactive)","2v1","+1","86.04",74,12
"Version1 (Inactive)","4v4","0","54.41",117,98
"Version1 (Inactive)","3v3","0","52.25",81,74
"Version1 (Inactive)","2v2","0","43.47",50,65
"Version1 (Inactive)","1v1","0","48.00",36,39
"Version1 (Inactive)","4v5","-1","30.95",65,145
"Version1 (Inactive)","3v4","-1","31.67",51,110
"Version1 (Inactive)","2v3","-1","27.48",36,95
"Version1 (Inactive)","1v2","-1","14.13",13,79
"Version1 (Inactive)","3v5","-2","18.18",20,90
"Version1 (Inactive)","2v4","-2","12.12",12,87
"Version1 (Inactive)","1v3","-2","9.21",7,69
"Version1 (Inactive)","2v5","-3","7.69",4,48
"Version1 (Inactive)","1v4","-3","1.66",1,59
"Version1 (Inactive)","1v5","-4","4.00",1,24
"VPZ","5v1","+4","100.00",2,0
"VPZ","5v2","+3","83.33",5,1
"VPZ","4v1","+3","83.33",5,1
"VPZ","5v3","+2","68.75",11,5
"VPZ","4v2","+2","78.57",11,3
"VPZ","3v1","+2","78.57",11,3
"VPZ","5v4","+1","46.66",14,16
"VPZ","4v3","+1","59.09",13,9
"VPZ","3v2","+1","68.75",11,5
"VPZ","2v1","+1","68.75",11,5
"VPZ","4v4","0","34.48",10,19
"VPZ","3v3","0","33.33",7,14
"VPZ","2v2","0","35.71",5,9
"VPZ","1v1","0","25.00",4,12
"VPZ","4v5","-1","20.00",9,36
"VPZ","3v4","-1","13.33",4,26
"VPZ","2v3","-1","11.53",3,23
"VPZ","1v2","-1","12.50",2,14
"VPZ","3v5","-2","6.66",2,28
"VPZ","2v4","-2","7.40",2,25
"VPZ","1v3","-2","5.26",1,18
"VPZ","2v5","-3","0.00",0,17
"VPZ","1v4","-3","0.00",0,15
"VPZ","1v5","-4","0.00",0,10
"World Game Star","5v1","+4","100.00",94,0
"World Game Star","5v2","+3","98.21",165,3
"World Game Star","4v1","+3","99.49",198,1
"World Game Star","5v3","+2","91.11",277,27
"World Game Star","4v2","+2","95.57",259,12
"World Game Star","3v1","+2","97.51",235,6
"World Game Star","5v4","+1","71.84",416,163
"World Game Star","4v3","+1","73.22",309,113
"World Game Star","3v2","+1","77.84",253,72
"World Game Star","2v1","+1","84.68",199,36
"World Game Star","4v4","0","49.91",285,286
"World Game Star","3v3","0","50.24",207,205
"World Game Star","2v2","0","49.12",141,146
"World Game Star","1v1","0","47.48",85,94
"World Game Star","4v5","-1","28.39",180,454
"World Game Star","3v4","-1","26.65",117,322
"World Game Star","2v3","-1","21.65",68,246
"World Game Star","1v2","-1","15.02",35,198
"World Game Star","3v5","-2","10.85",37,304
"World Game Star","2v4","-2","6.70",21,292
"World Game Star","1v3","-2","4.16",10,230
"World Game Star","2v5","-3","2.33",4,167
"World Game Star","1v4","-3","0.95",2,208
"World Game Star","1v5","-4","1.07",1,92
"XERXIA Esports","5v1","+4","100.00",122,0
"XERXIA Esports","5v2","+3","99.47",189,1
"XERXIA Esports","4v1","+3","99.54",217,1
"XERXIA Esports","5v3","+2","90.80",316,32
"XERXIA Esports","4v2","+2","91.28",262,25
"XERXIA Esports","3v1","+2","97.35",258,7
"XERXIA Esports","5v4","+1","72.47",487,185
"XERXIA Esports","4v3","+1","72.90",339,126
"XERXIA Esports","3v2","+1","77.39",267,78
"XERXIA Esports","2v1","+1","85.59",202,34
"XERXIA Esports","4v4","0","48.86",322,337
"XERXIA Esports","3v3","0","50.42",240,236
"XERXIA Esports","2v2","0","50.59",169,165
"XERXIA Esports","1v1","0","50.00",110,110
"XERXIA Esports","4v5","-1","29.47",196,469
"XERXIA Esports","3v4","-1","27.12",131,352
"XERXIA Esports","2v3","-1","22.95",84,282
"XERXIA Esports","1v2","-1","16.35",44,225
"XERXIA Esports","3v5","-2","12.69",41,282
"XERXIA Esports","2v4","-2","8.58",26,277
"XERXIA Esports","1v3","-2","3.92",10,245
"XERXIA Esports","2v5","-3","2.33",4,167
"XERXIA Esports","1v4","-3","0.00",0,209
"XERXIA Esports","1v5","-4","0.00",0,109
"XSET","5v1","+4","100.00",102,0
"XSET","5v2","+3","98.45",191,3
"XSET","4v1","+3","99.14",233,2
"XSET","5v3","+2","92.30",336,28
"XSET","4v2","+2","92.54",335,27
"XSET","3v1","+2","97.16",309,9
"XSET","5v4","+1","77.61",541,156
"XSET","4v3","+1","78.13",393,110
"XSET","3v2","+1","83.41",332,66
"XSET","2v1","+1","86.37",241,38
"XSET","4v4","0","53.18",359,316
"XSET","3v3","0","53.06",251,222
"XSET","2v2","0","51.86",167,155
"XSET","1v1","0","46.23",86,100
"XSET","4v5","-1","27.94",199,513
"XSET","3v4","-1","27.25",139,371
"XSET","2v3","-1","18.05",67,304
"XSET","1v2","-1","14.64",35,204
"XSET","3v5","-2","10.89",40,327
"XSET","2v4","-2","7.39",25,313
"XSET","1v3","-2","2.72",8,286
"XSET","2v5","-3","1.63",3,180
"XSET","1v4","-3","1.83",4,214
"XSET","1v5","-4","0.00",0,98
"ZETA DIVISION","5v1","+4","98.34",119,2
"ZETA DIVISION","5v2","+3","97.10",201,6
"ZETA DIVISION","4v1","+3","99.15",236,2
"ZETA DIVISION","5v3","+2","91.31",326,31
"ZETA DIVISION","4v2","+2","92.52",334,27
"ZETA DIVISION","3v1","+2","97.11",269,8
"ZETA DIVISION","5v4","+1","72.05",508,197
"ZETA DIVISION","4v3","+1","77.53",383,111
"ZETA DIVISION","3v2","+1","79.73",303,77
"ZETA DIVISION","2v1","+1","85.47",206,35
"ZETA DIVISION","4v4","0","53.48",353,307
"ZETA DIVISION","3v3","0","52.28",229,209
"ZETA DIVISION","2v2","0","50.60",168,164
"ZETA DIVISION","1v1","0","50.26",96,95
"ZETA DIVISION","4v5","-1","33.22",207,416
"ZETA DIVISION","3v4","-1","28.15",125,319
"ZETA DIVISION","2v3","-1","21.64",71,257
"ZETA DIVISION","1v2","-1","15.41",41,225
"ZETA DIVISION","3v5","-2","12.25",38,272
"ZETA DIVISION","2v4","-2","6.35",19,280
"ZETA DIVISION","1v3","-2","2.89",7,235
"ZETA DIVISION","2v5","-3","1.69",3,174
"ZETA DIVISION","1v4","-3","0.47",1,209
"ZETA DIVISION","1v5","-4","0.00",0,89
